hdok,plok,none,nums,totalNums,average_rssi,snr,sf,tp,serial_size,rssi_0,rssi_1,rssi_2,rssi_3,rssi_4,rssi_5,rssi_6,rssi_7,rssi_8,rssi_9,rssi_10,location_id,realtime_average_rssi,median_rssi,mode_rssi,rssi_variance,rssi_skewness,rssi_kurtosis
HDOK,PLOK,17472,1,1,-82,7,7,2,11,-82.0,-82.0,-81.50223517052339,-82.00066721608377,-81.7502468757491,-81.80039764064955,-81.83391401657605,-81.7134081568139,-81.62278848565033,-81.43861217800632,-81.59901604727804,36,-81.7510259806664,-81.7502468757491,-82.0,0.03600651748092359,0.06902791012802141,-1.1531351422497593
HDOK,PLOK,17472,2,2,-77,7,7,2,11,-78.0,-76.01980178414075,-76.5077099819112,-77.33710401453767,-77.50299596704475,-77.20119234550586,-77.33532471612567,-77.14236183292692,-76.99725492230235,-76.88407274791943,-77.1014453401418,36,-77.09356942295966,-77.14236183292692,-78.0,0.24276365405394307,0.5366405470117313,1.3849864833281105
HDOK,PLOK,17472,3,3,-78,7,7,2,11,-78.0,-77.00990089207038,-77.0049725762173,-76.6705338665895,-76.50273050861159,-77.00418559763725,-76.83556703972089,-76.7148223076394,-77.00509380096918,-77.00451568653057,-77.20951498295317,36,-76.99653065990357,-77.00451568653057,-78.0,0.13710364863357316,-1.7498739196648285,4.649249240064781
HDOK,PLOK,17472,4,4,-77,6,7,2,11,-78.0,-77.00990089207038,-76.50720774674069,-76.67120108267326,-77.00373748614972,-77.0029869938795,-76.83456970038839,-77.00298176380973,-77.00260300944122,-77.0023075842075,-77.10480212245221,36,-77.01293621652843,-77.00298176380973,-78.0,0.12614588265875593,-1.8621721998551528,5.634735395223896
HDOK,PLOK,17472,5,5,-77,6,7,2,11,-78.0,-79.98019821585925,-77.50123070018233,-75.6705096036337,-76.75397915385723,-76.60257912073115,-76.50139660765063,-76.71795429423206,-77.0078279513549,-76.89344580453643,-76.80166068746715,36,-77.13007110359135,-76.80166068746715,-79.98019821585925,1.1192393830973917,-1.8058083274274244,4.470964918847687
HDOK,PLOK,17472,6,6,-77,7,7,2,11,-78.0,-76.01980178414075,-76.0099451524346,-76.67220339814062,-77.50499570332234,-77.20279053203618,-77.16873881176505,-76.99984864737208,-76.87284427438756,-76.77378192767607,-76.79702167220898,36,-76.91108835486222,-76.87284427438756,-78.0,0.30860459407414614,-0.05295333189731161,0.34578364337679535
HDOK,PLOK,17472,7,7,-78,7,7,2,11,-80.0,-79.00990089207038,-78.00944291726407,-77.67351655003579,-78.00547350000798,-78.20517576534684,-78.00280779664993,-77.85789571541684,-77.87594631298411,-77.77653190436193,-77.69675753932715,36,-78.19213171758771,-78.00280779664993,-80.0,0.4491028836316724,-2.1241522768839176,4.335632242065315
HDOK,PLOK,17472,8,8,-78,6,7,2,11,-79.0,-79.0,-78.00447034104677,-77.33741485096549,-77.25297564834683,-77.60378049932876,-77.50239625588374,-77.28529047648689,-77.50309905027127,-77.55949418925279,-77.60474805602773,36,-77.7866972152373,-77.55949418925279,-79.0,0.3644722447271347,-1.513772834991222,1.0109049349690498
HDOK,PLOK,17472,9,9,-83,7,7,2,11,-83.0,-81.01980178414075,-81.0099451524346,-82.33777123062143,-82.00298947553084,-81.80158783326576,-82.33865154782791,-82.28971425319129,-82.3799373046005,-82.22332308174342,-82.30311234428763,36,-82.06425763705856,-82.28971425319129,-83.0,0.3212513869472402,0.8195867362442291,0.5677524898521034
HDOK,PLOK,17472,10,10,-77,7,7,2,11,-79.0,-76.02970267621113,-76.0149177286519,-76.34273726473012,-77.00772621193393,-76.80537342659723,-76.83805428979284,-76.71695013431469,-76.62588054842374,-76.5548470345344,-76.60057831094932,36,-76.77606978419449,-76.62588054842374,-79.0,0.5849284703028933,-2.3809283352526376,6.97066657949046
HDOK,PLOK,17472,11,11,-81,6,7,2,11,-81.0,-78.02970267621113,-78.0149177286519,-78.34273726473012,-79.00772621193393,-78.80537342659723,-78.83805428979284,-79.00596280796401,-79.00520539064021,-79.23160205841842,-79.41327240850455,36,-78.97223220576767,-79.00520539064021,-81.0,0.6021853259485455,-1.4668137963369223,3.662063066075408
HDOK,PLOK,17472,12,12,-81,6,7,2,11,-81.0,-79.01980178414075,-79.0099451524346,-81.33612297934265,-81.25200707194767,-81.00060235976532,-80.66466975362017,-81.00213977280036,-81.25591516783949,-80.99988295560432,-80.89716337969973,36,-80.676204579745,-81.0,-81.33612297934265,0.644839140810173,1.708393859188932,1.5524308186326365
HDOK,PLOK,17472,13,13,-78,6,7,2,11,-80.0,-78.01980178414075,-77.51218032295799,-78.34008669798398,-78.75548559117814,-78.40298171186392,-78.33531474344589,-78.14235330136256,-77.99724747444799,-77.88406614534979,-78.1014394158647,36,-78.31735974441777,-78.14235330136256,-80.0,0.37597465429649923,-1.9166658922967366,4.97636766961928
HDOK,PLOK,17472,14,14,-77,7,7,2,11,-79.0,-76.02970267621113,-76.0149177286519,-77.00830509721092,-77.50673345319446,-77.20417933938535,-77.16989441651404,-77.00083725991198,-76.87370730980528,-76.77454701399074,-77.00317136010763,36,-77.05327233227122,-77.00317136010763,-79.0,0.570439759661924,-1.2924510699975367,3.596428141678075
HDOK,PLOK,17472,15,15,-78,7,7,2,11,-77.0,-76.00990089207038,-76.5027374056939,-77.66657014794818,-77.24950535664414,-76.99860299227589,-77.50258476254596,-77.2854517427419,-77.37621623356635,-77.22002432891624,-77.19742087755397,36,-77.09172861272336,-77.22002432891624,-77.66657014794818,0.2004163590228723,1.387633797083915,2.0078852794050492
HDOK,PLOK,17472,16,16,-77,6,7,2,11,-78.0,-76.01980178414075,-76.5077099819112,-76.33875226581645,-76.50423173789092,-76.40298132343402,-76.33531442023948,-76.72037837216018,-76.75589691750207,-76.78360108524576,-76.80583209201028,36,-76.65222727094101,-76.5077099819112,-78.0,0.23421005587849206,-1.979808942150885,5.459708637622252
HDOK,PLOK,17472,17,17,-77,7,7,2,11,-77.0,-75.01980178414075,-75.5077099819112,-76.00432009829726,-76.00323897915146,-76.00258858776024,-76.50590111385415,-76.43279519709557,-76.37781999381625,-76.33493979591586,-76.30053089475678,36,-76.13542240242724,-76.30053089475678,-77.0,0.2536310376710184,0.7403548269717327,1.2421194935817343
HDOK,PLOK,17472,18,18,-77,7,7,2,11,-77.0,-76.00990089207038,-76.5027374056939,-76.33543448298654,-76.50174424138605,-76.40099331958928,-76.33366023351203,-76.57445688907248,-76.62851090627126,-76.4436851398037,-76.39810465546766,36,-76.46629346962303,-76.4436851398037,-77.0,0.05253419958356353,-0.5050602555677376,2.7505735535730302
HDOK,PLOK,17472,19,19,-77,7,7,2,11,-77.0,-78.98019821585925,-77.49676035913556,-76.99866258514903,-76.99899727771891,-76.99919862570817,-77.16724891929022,-77.57659940109968,-77.75740486705122,-77.55795044504168,-77.39789970300426,36,-77.44826549082346,-77.39789970300426,-78.98019821585925,0.3055756261540874,-2.0343651460512877,5.059586359254495
HDOK,PLOK,17472,20,20,-78,6,7,2,11,-78.0,-77.00990089207038,-77.0049725762173,-77.0033177828299,-77.25274086376788,-77.40279150827249,-77.3351564780294,-77.28672424312632,-77.25030349803312,-77.22189562204326,-77.19909992974387,36,-77.26971849037581,-77.25030349803312,-78.0,0.07019044975035053,-1.9177925792441088,5.0376428459955
HDOK,PLOK,17472,1,1,-82,7,7,2,11,-81.86244132474799,-80.90551409794183,-82.22230906915819,-82.44462988378572,-82.04696956461964,-81.84962924189347,-81.34876186966875,-80.2259962723187,-79.54064435266078,-82.06998801555673,-79.01447174126295,36,-81.2301232212377,-81.84962924189347,-82.44462988378572,1.227895579521084,0.9614252433210082,-0.3811926057699635
HDOK,PLOK,17472,1,1,-82,7,7,2,11,-82.71183607496104,-81.85418807406367,-79.11690711344342,-81.84521907641377,-80.835552725855,-82.18238172227403,-82.84184489351381,-79.36939787396231,-81.24533954101273,-81.1129669962358,-80.72223189101182,36,-81.2579878166134,-81.24533954101273,-82.84184489351381,1.34679570677733,0.5783782375006518,-0.35862692219836534
HDOK,PLOK,17472,1,1,-82,7,7,2,11,-82.18958203898904,-81.49707383075167,-80.27248285971261,-83.70431595194684,-80.93305974670766,-81.35143521019005,-80.190174052863,-81.37162670599271,-81.59555675094016,-81.26487859108457,-80.686890887672,36,-81.36882514789549,-81.35143521019005,-83.70431595194684,0.8593854451556225,-1.3230582044790584,2.7748329711357282
HDOK,PLOK,17472,1,1,-82,7,7,2,11,-82.44500076581704,-83.15035506966022,-81.57925191244482,-82.63414614161398,-81.74538924418422,-83.58729969522744,-81.37512877186073,-81.57809423612004,-83.39065500628188,-81.35518947990913,-81.76690164001567,36,-82.23703745119411,-81.76690164001567,-83.58729969522744,0.6399373406875546,-0.561024714338422,-1.407556745351874
HDOK,PLOK,17472,1,1,-82,7,7,2,11,-81.5225842583487,-81.82382323488993,-81.66156628125665,-82.22677964430949,-81.63445265597157,-80.16151519456258,-82.17429086714527,-81.59034042170133,-81.40424231024843,-81.05065830424428,-83.26534964907492,36,-81.68323662015938,-81.63445265597157,-83.26534964907492,0.535485194248472,-0.11848657209356209,2.142583686290008
HDOK,PLOK,17472,1,1,-82,7,7,2,11,-81.92587802263121,-81.47390139274873,-82.19503362843997,-81.13126610386912,-82.16972227874297,-80.54489582391095,-82.86419693215647,-82.4357854182538,-81.50854569069602,-81.67427784548703,-83.13466663380184,36,-81.91437907006711,-81.92587802263121,-83.13466663380184,0.5193036221766993,0.10200484232225886,-0.1903489682747055
HDOK,PLOK,17472,1,1,-82,7,7,2,11,-82.5924544469628,-82.56144681231189,-82.59376945777022,-81.51305127550968,-82.06113776305601,-81.29073411926285,-82.48668896440832,-80.7208614092243,-81.27025981207696,-83.10693346506379,-82.98876003815967,36,-82.10782705125513,-82.48668896440832,-83.10693346506379,0.5675762791259943,0.48421854926647057,-1.0925156882903102
HDOK,PLOK,17472,1,1,-82,7,7,2,11,-83.53703993644929,-80.9641388359335,-80.74132002523704,-81.2030424246974,-82.30572524258224,-81.94429264629423,-81.86947629342612,-81.41544795932016,-80.3434644813746,-81.98160644339353,-81.22980470396612,36,-81.59412354478856,-81.41544795932016,-83.53703993644929,0.6941619916538394,-0.8932335568347994,1.4066839319478026
HDOK,PLOK,17472,1,1,-82,7,7,2,11,-81.01968210459326,-82.63442902709647,-79.34172219592554,-82.94223788321212,-80.25882301547861,-82.01768904820105,-82.20774992217554,-81.85435685529971,-82.09610211858138,-82.7339731018842,-82.27145649758661,36,-81.76165652454858,-82.09610211858138,-82.94223788321212,1.1282650595147417,1.2789665786395419,0.9797179007884607
HDOK,PLOK,17472,1,1,-82,7,7,2,11,-84.17043702716657,-80.92664667834408,-82.40120064265231,-82.38568881427176,-83.64583264323963,-80.94069923026018,-83.09954409855523,-81.09145787086139,-80.61012840053674,-83.19203047716812,-80.79543037418382,36,-82.11446329611273,-82.38568881427176,-84.17043702716657,1.5179526083400539,-0.2531884247379709,-1.6151981914123765
HDOK,PLOK,17472,1,1,-82,7,7,2,11,-80.64985476765989,-81.07948592303612,-79.45897138589433,-80.8501525213709,-80.84543231166981,-81.50629572459266,-81.72823848722331,-81.73757464559625,-80.98607751368841,-82.82665462604524,-81.82970813307526,36,-81.22713145816837,-81.07948592303612,-82.82665462604524,0.6671380170485266,0.24400028817444086,1.5338918021693768
HDOK,PLOK,17472,1,1,-82,7,7,2,11,-81.51437521723008,-81.97366344834114,-80.75063633965479,-83.05150140221328,-83.04981522893125,-81.51953689232107,-83.36481121973422,-83.18220680785522,-83.12921040243133,-81.27406109380622,-83.36595443239906,36,-82.37961568044706,-83.04981522893125,-83.36595443239906,0.8708286763318949,0.46493858422659584,-1.630248861010525
HDOK,PLOK,17472,1,1,-82,7,7,2,11,-83.21547177943529,-84.3879413791304,-80.53327443721399,-83.7517993796358,-82.49381882857311,-82.34505945232587,-80.07958653214092,-82.2841090743693,-80.42637630421189,-81.35363299467427,-82.80932274359316,36,-82.15276299139128,-82.34505945232587,-84.3879413791304,1.8021575302222885,0.08871649269219328,-1.012182577717943
HDOK,PLOK,17472,1,1,-82,7,7,2,11,-82.02372596733818,-80.06627694484943,-81.19952337865496,-81.87954039980498,-82.71148224419937,-82.13928270787788,-80.38766903778007,-81.42148933623176,-80.94577991832618,-80.96865204636035,-81.32473767599235,36,-81.36983269612868,-81.32473767599235,-82.71148224419937,0.5561665579318045,0.006555025186262324,-0.3861312872160769
HDOK,PLOK,17472,1,1,-82,7,7,2,11,-82.02752212772039,-81.00987313506923,-81.92886793075851,-81.92363670435498,-81.53253184464079,-82.8267009883163,-82.32929552235791,-81.51998461045689,-81.08235017850072,-79.75820540879796,-81.50657443783079,36,-81.58595844443677,-81.53253184464079,-82.8267009883163,0.5871154162133176,0.9278592077013619,2.0198882703917436
