hdok,plok,none,nums,totalNums,average_rssi,snr,sf,tp,serial_size,rssi_0,rssi_1,rssi_2,rssi_3,rssi_4,rssi_5,rssi_6,rssi_7,rssi_8,rssi_9,rssi_10,location_id,realtime_average_rssi,median_rssi,mode_rssi,rssi_variance,rssi_skewness,rssi_kurtosis
HDOK,PLOK,17472,1,1,-93,6,7,2,11,-94.0,-93.00990089207038,-94.00050223517053,-94.33311901562402,-93.74924812573875,-93.59879808945301,-94.16991339193117,-94.14535983008575,-94.12689570141418,-93.99900011229605,-94.1018344324224,40,-93.9304156205642,-94.00050223517053,-94.33311901562402,0.1216651106117468,1.7969241648506131,3.666988037554254
HDOK,PLOK,17472,2,2,-85,6,7,2,11,-86.0,-84.01980178414075,-84.0099451524346,-84.0066355656598,-84.00497499300974,-84.20477735922759,-84.33830774965043,-84.28942013602905,-84.37968054725854,-84.33658918822027,-84.40474244241325,40,-84.36317044709492,-84.28942013602905,-86.0,0.29192320433397145,-2.8245511708446274,8.707311399879487
HDOK,PLOK,17472,3,3,-85,6,7,2,11,-85.0,-83.01980178414075,-83.0099451524346,-83.67220339814062,-84.00448896879631,-83.8027862262569,-84.00381725131955,-83.85875929748995,-83.7496766014149,-83.66459301252046,-83.69904990901642,40,-83.77137469104822,-83.7496766014149,-85.0,0.25437185856055006,-0.8356643651999797,2.717825211457824
HDOK,PLOK,17472,4,4,-85,6,7,2,11,-85.0,-84.00990089207038,-83.50720774674069,-83.33841716643285,-83.75423386551944,-84.00438538902353,-83.83573328299065,-83.71496452770322,-83.87819435738881,-83.89201853330866,-83.80038004209634,40,-83.8850396184795,-83.83573328299065,-85.0,0.16093209402611708,-1.910965796084692,5.525243546721868
HDOK,PLOK,17472,5,5,-85,6,7,2,11,-85.0,-83.01980178414075,-83.0099451524346,-83.67220339814062,-84.25474233605932,-84.00278837914654,-84.00232016642597,-83.85747855085027,-83.74855853982196,-83.66360184390076,-83.69816056473496,40,-83.81178188324144,-83.74855853982196,-85.0,0.2737703502725599,-0.560977179706587,1.5792654416004819
HDOK,PLOK,17472,6,6,-85,7,7,2,11,-86.0,-84.01980178414075,-83.51218032295799,-84.67287061422438,-84.25422911001938,-84.40398091266526,-84.83989335341296,-84.57401710476321,-84.50110338660753,-84.33073757394494,-84.29676037377274,40,-84.49141586695538,-84.40398091266526,-86.0,0.34054891639800366,-1.286165255026949,3.8936232031551237
HDOK,PLOK,17472,7,7,-85,6,7,2,11,-86.0,-83.02970267621113,-83.51268255812852,-84.00763788112717,-83.75547310839333,-83.80457443871536,-84.17322092500989,-84.14818940367533,-84.12936585238464,-84.00118991663533,-83.8983360745328,40,-84.04185207589214,-84.00118991663533,-86.0,0.4851607814965633,-1.9710684959351594,6.030147698504263
HDOK,PLOK,17472,8,8,-85,6,7,2,11,-86.0,-85.00990089207038,-85.0049725762173,-84.33774995034909,-84.00297352071831,-84.60478048835355,-84.33531260078857,-84.1423514683328,-84.50534026761599,-84.33449359555185,-84.50559373339537,40,-84.6166790084903,-84.50534026761599,-86.0,0.2801880237787922,-1.685327259068414,3.3986507264285404
HDOK,PLOK,17472,9,9,-85,6,7,2,11,-86.0,-84.01980178414075,-85.00547481138783,-85.66922071469432,-85.00123924287388,-84.80018904969182,-85.33748764201924,-85.43322487597212,-86.01331308503542,-85.78481468649976,-86.21784741831614,40,-85.38932848278466,-85.43322487597212,-86.21784741831614,0.3826117296672369,0.7900908923612391,0.46519285427831036
HDOK,PLOK,17472,10,10,-85,7,7,2,11,-86.0,-84.01980178414075,-85.00547481138783,-85.66922071469432,-85.00123924287388,-84.80018904969182,-85.16957191178659,-85.28957403281062,-85.12576769883728,-84.99800013093169,-84.89547398061836,40,-85.08857394161575,-85.00547481138783,-86.0,0.22742336491350287,0.28562734174988236,2.039885625110365
HDOK,PLOK,17472,11,11,-86,6,7,2,11,-86.0,-84.01980178414075,-83.51218032295799,-84.67287061422438,-84.75473584454541,-84.60318386690643,-84.83773126789558,-84.57216745430385,-84.49948868540518,-84.44279985466639,-84.7055051172769,40,-84.6018604374839,-84.60318386690643,-86.0,0.3284039579196778,-0.7064860721679863,3.350087370534232
HDOK,PLOK,17472,12,12,-85,6,7,2,11,-85.0,-83.01980178414075,-83.0099451524346,-83.33941948190021,-84.25549208269206,-84.00338757564211,-84.00281874840445,-84.29142409504742,-84.63547715287133,-84.44986076113851,-84.30091424527872,40,-84.02804918905002,-84.25549208269206,-85.0,0.3832443968303147,0.5086475860250805,-0.6531486632600605
HDOK,PLOK,17472,13,13,-85,6,7,2,11,-86.0,-86.99009910792962,-85.50173293535286,-86.33311603294057,-85.99949925674488,-84.99559304897679,-85.33216450584123,-85.13965829305428,-84.99489479579259,-84.88198048095514,-84.99683641504787,40,-85.56050680660324,-85.33216450584123,-86.99009910792962,0.42512751216497213,-0.9986798636521169,0.1581532509860013
HDOK,PLOK,17472,14,14,-85,6,7,2,11,-86.0,-83.02970267621113,-83.51268255812852,-84.34042179736758,-85.00599019807565,-84.80398600666798,-84.6689841092615,-85.0058306767122,-85.38616083819525,-85.1153465598653,-85.10349682320862,40,-84.72478202215397,-85.0058306767122,-86.0,0.6379303029814808,0.8704362834319148,0.7956603460990062
HDOK,PLOK,17472,15,15,-86,6,7,2,11,-86.0,-84.01980178414075,-84.5077099819112,-84.33875226581645,-83.50321826883888,-84.00457541495167,-84.00380713080895,-84.00325697628193,-84.25689046011476,-84.2277350052719,-84.40980262391531,40,-84.29777726473198,-84.2277350052719,-86.0,0.3572875088498447,-2.154563211174425,6.307781910067381
HDOK,PLOK,17472,16,16,-85,6,7,2,11,-86.0,-83.02970267621113,-84.01044738760513,-84.67253849752423,-84.25398010664178,-84.20298055796432,-84.67264412004864,-84.57544278227377,-84.50234796943062,-84.33184090442927,-84.1950187572884,40,-84.40426761449248,-84.33184090442927,-86.0,0.44417585663963577,-0.5112552848398433,3.5847718737540237
HDOK,PLOK,17472,17,17,-86,6,7,2,11,-86.0,-87.98019821585925,-87.4922900180888,-86.33011206922193,-85.99724704506197,-85.79699849059615,-85.66316990705339,-85.85635032674207,-85.87459722513965,-85.66184220604819,-85.49111849716925,40,-86.19490218190732,-85.87459722513965,-87.98019821585925,0.5821433499990845,-1.6878062634878066,1.8467248044380211
HDOK,PLOK,17472,18,18,-86,6,7,2,11,-87.0,-86.00990089207038,-85.00944291726407,-85.0063004662762,-85.50523048790127,-85.20297817155435,-85.16889494365651,-85.1444885540405,-84.99911149964741,-85.22619978580482,-85.20296191987526,40,-85.40686451255372,-85.20296191987526,-87.0,0.3306657937054094,-2.236721910812995,5.069190445186497
HDOK,PLOK,17472,19,19,-86,6,7,2,11,-86.0,-87.98019821585925,-84.5057010412291,-84.33741186828203,-84.50322677935296,-84.60297951346682,-85.67713987977623,-86.01280788670587,-86.1382045811893,-86.00902550519719,-85.90536670054428,40,-85.60655108832755,-85.90536670054428,-87.98019821585925,1.049093416486429,-0.7899059135108736,1.1291954440883343
HDOK,PLOK,17472,20,20,-96,6,7,2,11,-100.0,-100.0,-98.50670551157016,-98.67086598328964,-99.00348624651522,-98.60118350042697,-98.33231960371631,-98.13979097830358,-97.99501062688407,-97.7685894424727,-97.68963101925624,40,-98.60978026476681,-98.50670551157016,-100.0,0.5695407897861874,-0.9124835547926614,-0.004832589876127891
HDOK,PLOK,17472,1,1,-93,6,7,2,11,-92.49562739212506,-93.30783088188235,-93.57682489771307,-93.91370384890243,-92.75154242171642,-90.78414780707145,-93.59224631547401,-93.94444666991414,-95.28976476607012,-95.4457573352488,-94.87429154962,40,-93.63419853506707,-93.59224631547401,-95.4457573352488,1.6404214022087276,0.6508319378041258,0.8411481725550782
HDOK,PLOK,17472,1,1,-93,6,7,2,11,-94.73352147865029,-92.3661585383405,-94.64834124363975,-94.13230732204539,-93.7819045586546,-93.04034121037255,-95.39662439053951,-94.44969277729088,-91.69447000606333,-94.54662421242936,-93.09493629789318,40,-93.80772018508357,-94.13230732204539,-95.39662439053951,1.1630324783047423,0.6035867917495239,-0.4753890767136415
HDOK,PLOK,17472,1,1,-93,6,7,2,11,-93.8515964312093,-93.12217909931472,-96.05855063337702,-94.34360367263352,-93.00425541654663,-93.52030595033455,-95.20296381425699,-93.62691015430734,-93.57093171517276,-94.28399137186865,-95.08402550144532,40,-94.15175579640608,-93.8515964312093,-96.05855063337702,0.8311593560017045,-0.7958494091713789,-0.12846595467922928
HDOK,PLOK,17472,1,1,-93,6,7,2,11,-94.33482198139157,-93.46028403474821,-93.8313022825432,-94.22589658929411,-93.69978120289393,-94.5365642616392,-93.29379100546467,-94.55500544442228,-95.68944266295128,-93.56619525325361,-92.34514041521395,40,-93.95802046671052,-93.8313022825432,-95.68944266295128,0.6753872921178516,-0.18669234063701706,1.2485065118303789
HDOK,PLOK,17472,1,1,-93,6,7,2,11,-93.92775127177873,-92.0838707634821,-94.56227265042669,-93.99223082807902,-92.74001601690193,-93.87698243037913,-94.53747086306915,-92.73817640215093,-92.81979425595206,-94.88709174728712,-92.60385489713444,40,-93.52450110242194,-93.87698243037913,-94.88709174728712,0.828972363738298,0.02674785183946519,-1.5686918033705837
HDOK,PLOK,17472,1,1,-93,6,7,2,11,-94.1883559183681,-93.81663312420464,-94.22528889606461,-93.64254817162686,-94.29174393456934,-93.35768000526667,-93.74819851496802,-93.86023644730089,-93.53207086461613,-94.43389905719442,-93.5757101244587,40,-93.87930591442168,-93.81663312420464,-94.43389905719442,0.1141150797975315,-0.23115314030473488,-1.2868647896490066
HDOK,PLOK,17472,1,1,-93,6,7,2,11,-93.8239745071561,-94.28124119286414,-92.68769337183447,-93.09965925352644,-93.65829262010287,-92.79688716787216,-94.47199686042035,-94.9215371257456,-93.10317654582322,-94.29437811757063,-95.6575522474684,40,-93.89058081912584,-93.8239745071561,-95.6575522474684,0.798711997094727,-0.42892669342484374,-0.5221266154983866
HDOK,PLOK,17472,1,1,-93,6,7,2,11,-94.21694605126531,-92.75979770644689,-93.10650200441331,-94.14251665892627,-92.51504251513379,-92.53592355344887,-95.61158509779354,-95.56604119316584,-94.61255664768146,-93.68423789609734,-93.35768338393628,40,-93.82807570075535,-93.68423789609734,-95.61158509779354,1.1240446800349428,-0.4775819065871207,-0.9245192931299218
HDOK,PLOK,17472,1,1,-93,6,7,2,11,-93.83570488784308,-92.97169636643612,-93.37039587691514,-94.31330138947075,-94.3580173812128,-91.63029484731157,-94.47306708883023,-94.6774849537237,-94.11263837611045,-94.8846481461112,-94.33557405853456,40,-93.90571121568178,-94.31330138947075,-94.8846481461112,0.8014112017941666,1.6125897683620807,2.7058704235422644
HDOK,PLOK,17472,1,1,-93,6,7,2,11,-94.05394470355277,-93.84313798240616,-94.54341330729207,-94.69359272518109,-91.43097726077356,-94.12341348273425,-94.11163829727448,-93.8074353139685,-94.40791006642974,-94.69535114913936,-95.25341008503757,40,-94.0876567612536,-94.12341348273425,-95.25341008503757,0.8731779548299076,2.1590580299237843,6.166195731940166
HDOK,PLOK,17472,1,1,-93,6,7,2,11,-95.34144242993487,-93.38091690788379,-95.27096666965741,-92.84727129013375,-93.66200672524629,-93.62899826799895,-95.14444732355253,-94.24183956239956,-93.62474679503445,-94.9707959117286,-94.96282920442044,40,-94.27966009890824,-94.24183956239956,-95.34144242993487,0.717908316161285,0.1724198986405557,-1.634684949417121
HDOK,PLOK,17472,1,1,-93,6,7,2,11,-95.8606435290126,-93.27829362549753,-94.24015520720181,-95.16563609439667,-93.34056434032827,-93.62073389924757,-94.01585716126444,-93.97020286855746,-94.33384938199426,-95.20332850916573,-94.13941090751818,40,-94.28806141128952,-94.13941090751818,-95.8606435290126,0.6041082829765081,-0.6991325891171749,-0.23467340065207098
HDOK,PLOK,17472,1,1,-93,6,7,2,11,-93.17090707354177,-93.00011365453065,-94.77528001040173,-93.29484612963898,-94.46337462403048,-94.70630617306004,-94.21771159567379,-94.55624571589794,-94.93219115543701,-95.09950264364845,-93.91699447820652,40,-94.19395211400611,-94.46337462403048,-95.09950264364845,0.5024405118297944,0.5881896850526414,-1.1890149889830437
HDOK,PLOK,17472,1,1,-93,6,7,2,11,-94.50796824605014,-94.13392802048867,-93.07714683547287,-93.86240040454831,-94.15385512755128,-93.12351316326016,-93.43982472016722,-93.49998423346264,-94.24494345131822,-93.2756440320993,-96.25408001689874,40,-93.96120802284707,-93.86240040454831,-96.25408001689874,0.7410259404127882,-1.7290355698779192,3.8848840507855202
HDOK,PLOK,17472,1,1,-93,6,7,2,11,-93.070366271245,-93.9468032438766,-93.96330033522543,-96.09613851155241,-93.55306513510472,-94.5657857996466,-93.33578168050788,-94.61520926462124,-95.63079805188156,-95.07244757304595,-95.68204137890118,40,-94.50288520414624,-94.5657857996466,-96.09613851155241,0.9508005016837772,-0.18167379460465233,-1.2903431335572635
HDOK,PLOK,17472,1,1,-93,6,7,2,11,-93.28168604992248,-92.00730812346893,-94.12776361262675,-94.5652101492901,-94.25492440892603,-92.45645123097687,-93.73977765310171,-94.42174756131855,-92.44068384821813,-94.17208765921372,-94.66176626251927,40,-93.64812786905296,-94.12776361262675,-94.66176626251927,0.8229781344658383,0.7329439407841587,-1.0808972324642214
