hdok,plok,none,nums,totalNums,average_rssi,snr,sf,tp,serial_size,rssi_0,rssi_1,rssi_2,rssi_3,rssi_4,rssi_5,rssi_6,rssi_7,rssi_8,rssi_9,rssi_10,location_id,realtime_average_rssi,median_rssi,mode_rssi,rssi_variance,rssi_skewness,rssi_kurtosis
HDOK,PLOK,17472,11,11,-100,5,7,2,11,-100.0,-99.00990089207038,-99.0049725762173,-99.66888561531071,-99.50149473776541,-99.40079391663288,-99.50141004368132,-99.28444677819718,-99.12129172655445,-98.99403215340939,-98.99464523983858,4,-99.31653397087979,-99.28444677819718,-100.0,0.10042092066772076,-0.8083362292963517,-0.0006070494065211207
HDOK,PLOK,17472,12,12,-105,3,7,2,11,-106.0,-106.0,-105.50223517052339,-106.66623504856457,-106.24925411700964,-105.99840220189957,-106.16658622756701,-106.14251346205586,-106.25143448763357,-106.10940452795072,-106.20089682580287,4,-106.11699655172792,-106.14251346205586,-106.0,0.06970984126670553,0.38019354031446245,3.163424665366473
HDOK,PLOK,17472,13,13,-99,5,7,2,11,-100.0,-98.01980178414075,-98.5077099819112,-99.00432009829726,-99.25349234641448,-99.20259074064988,-99.33648829872793,-99.14335727046974,-98.99812391578655,-98.99833683956948,-99.20397089882692,4,-99.0607447431631,-99.14335727046974,-100.0,0.22211408899266666,0.43987723075315727,2.141521939830568
HDOK,PLOK,17472,14,14,-99,6,7,2,11,-99.0,-98.00990089207038,-98.5027374056939,-98.33543448298654,-99.00225097591206,-99.20260032844475,-99.16858054634858,-98.99971325231118,-99.12677327437436,-98.99889157995682,-99.10173704978403,4,-98.85896543526206,-99.0,-99.20260032844475,0.1405736351329668,1.3783810510593215,0.7733011861978163
HDOK,PLOK,17472,15,15,-99,5,7,2,11,-100.0,-100.99009910792962,-99.50173293535286,-99.33476428421935,-99.50124176211708,-99.19979038729853,-99.16624243852183,-99.43123202635557,-99.63050257932834,-99.55894449394164,-99.50152323173282,4,-99.61964302243615,-99.50152323173282,-100.99009910792962,0.2333636736072493,-2.2805371513873682,5.933177397256022
HDOK,PLOK,17472,16,16,-99,5,7,2,11,-100.0,-100.99009910792962,-99.50173293535286,-100.66589994918097,-99.99874951011215,-99.99900061017172,-100.16708415367717,-99.85392676103851,-99.87248150947256,-99.65996661082997,-99.79763038503675,4,-100.04605195752747,-99.99874951011215,-100.99009910792962,0.17006860392127415,-1.2605267676971987,1.3767840757680094
HDOK,PLOK,17472,17,17,-99,5,7,2,11,-100.0,-100.99009910792962,-99.50173293535286,-99.33476428421935,-99.50124176211708,-99.19979038729853,-99.16624243852183,-99.28672568953091,-99.2503047607102,-99.22189674141441,-99.19910093412022,4,-99.51380900374683,-99.28672568953091,-100.99009910792962,0.27025821814059436,-2.388530777530432,5.9061249561780995
HDOK,PLOK,17472,18,18,-99,5,7,2,11,-101.0,-98.02970267621113,-99.01044738760513,-99.67253849752423,-99.25398010664178,-99.20298055796432,-99.50472838981601,-99.72080461276161,-100.3913870071882,-100.11997959147975,-100.00492229600954,4,-99.6283155566547,-99.67253849752423,-101.0,0.5574097452637025,0.31927846293943024,1.044847597775866
HDOK,PLOK,17472,19,19,-99,6,7,2,11,-100.0,-100.99009910792962,-99.99949776482947,-99.9996649006164,-100.25000212762852,-99.99900001097521,-99.83125219462988,-99.5666246481818,-99.49464994646165,-99.55200400569451,-99.7007589510738,4,-99.94395942345645,-99.99900001097521,-100.99009910792962,0.16092427033701517,-1.5652454035014538,3.409081098419273
HDOK,PLOK,17472,20,20,-99,5,7,2,11,-100.0,-99.00990089207038,-100.00050223517053,-100.33311901562402,-99.99950149300176,-99.79880024234265,-100.00050057680497,-100.00042824028458,-99.87335024532274,-99.77423047408584,-99.69469253866575,4,-99.86227508667027,-99.99950149300176,-100.33311901562402,0.09848380137820452,1.7393626151730677,4.888960569942095
HDOK,PLOK,17472,21,21,-100,6,7,2,11,-101.0,-101.0,-100.00447034104677,-100.3357665996867,-101.0024999792897,-100.8011966285314,-100.49874738135897,-100.42667522427789,-100.24545380362768,-100.2175963375136,-100.50343711778095,4,-100.5487130375558,-100.49874738135897,-101.0,0.11268916643988343,-0.15758395311476434,-1.304035363852536
HDOK,PLOK,17472,22,22,-101,5,7,2,11,-102.0,-100.01980178414075,-101.00547481138783,-101.00365288221352,-101.00273873613936,-101.00218879422107,-101.3376527217064,-101.28885976377373,-101.25216775716356,-101.11005457599143,-101.0987484933056,4,-101.10194002909483,-101.0987484933056,-102.0,0.19358507837364014,0.6513959448942838,4.028450720844581
HDOK,PLOK,17472,23,23,-102,5,7,2,11,-104.0,-104.99009910792962,-103.99949776482947,-104.3324488168568,-104.49950574825878,-103.99760161583117,-103.83008861202761,-103.56562921063897,-103.3667573546375,-103.21163897337689,-103.18989696300628,4,-103.9075603788539,-103.99760161583117,-104.99009910792962,0.28569624421928624,-0.45077279911729956,-0.2165258088097506
HDOK,PLOK,17472,24,24,-94,6,7,2,11,-96.0,-95.00990089207038,-93.01391325831085,-94.34041881468413,-94.50548122729275,-94.60478126521333,-95.17489189836459,-95.14961891079162,-95.13061377836317,-95.11578993431998,-95.10389464909613,4,-94.8317549662279,-95.10389464909613,-96.0,0.5057542394078566,1.3047864874844866,3.4746392611241035
HDOK,PLOK,17472,25,25,-102,5,7,2,11,-104.0,-102.01980178414075,-101.51218032295799,-102.00730278174356,-102.50598197054786,-102.20357875546985,-102.00147894985263,-102.00126523222707,-102.12812811621679,-102.00009265575385,-101.89735153701737,4,-102.20701473690252,-102.00730278174356,-104.0,0.3719478860317423,-2.5146264626667363,7.435246076591381
HDOK,PLOK,17472,1,1,-107,0,7,2,11,-107.6708699879956,-109.46405608258098,-106.78099026181008,-109.1566642496623,-108.99942739286963,-109.27424347230661,-107.99245300382839,-107.99854148834442,-107.92604838765509,-106.84966018222389,-108.21668910689357,4,-108.21178578328822,-107.99854148834442,-109.46405608258098,0.7800521490070533,0.17881732734239034,-1.0178898152857898
HDOK,PLOK,17472,1,1,-107,0,7,2,11,-108.92811623434416,-107.37982879060117,-107.03897083170197,-107.55508866235519,-107.7515496763596,-110.32533131248492,-109.39853119315339,-107.66416365521293,-110.94718229162977,-108.63941897101743,-107.73696210738808,4,-108.48774033874987,-107.7515496763596,-110.94718229162977,1.4956578230916633,-0.8880811196424068,-0.34269860606740954
HDOK,PLOK,17472,1,1,-107,0,7,2,11,-107.8566262486688,-108.91618504280379,-108.22373538365818,-109.03858157310889,-107.71431326730394,-109.28851625848499,-108.8736138316628,-109.52465488802694,-106.85800889359922,-109.15157001574565,-107.95695252463187,4,-108.49115981160863,-108.8736138316628,-109.52465488802694,0.6178925173336863,0.666603966392441,-0.3545497739876704
HDOK,PLOK,17472,1,1,-107,0,7,2,11,-107.47768745882418,-110.05529473579358,-108.31265322774568,-107.85156970637759,-107.47601034267333,-111.0582253650644,-107.99896731215404,-108.4573289937804,-110.40790834922396,-107.59910861390998,-107.51001231644308,4,-108.56406967472638,-107.99896731215404,-111.0582253650644,1.55929024803417,-1.082802641703477,-0.39892092668532486
HDOK,PLOK,17472,1,1,-107,0,7,2,11,-108.48500253897409,-108.8918295070806,-108.9268846690277,-107.8802654809413,-110.23489457799566,-107.89091221799482,-110.03709476665615,-107.12745919258735,-109.52036831684961,-108.042353840978,-108.14490490473882,4,-108.65290636489311,-108.48500253897409,-110.23489457799566,0.860630228069553,-0.3292608964776489,-0.7250724190304698
HDOK,PLOK,17472,1,1,-107,0,7,2,11,-107.56704493128242,-107.30114159317584,-108.98337037033896,-108.27270721083417,-109.22480540534198,-107.7814700934937,-109.52060556905033,-107.5871224979129,-109.62052824540916,-110.08699906514086,-107.96665453059661,4,-108.53749541023426,-108.27270721083417,-110.08699906514086,0.8684297034466585,-0.2690469604332809,-1.5922304376638339
HDOK,PLOK,17472,1,1,-107,0,7,2,11,-107.49698652152156,-109.0555269728181,-108.08097975378668,-108.0874494908828,-109.62214622755282,-106.85705549035079,-111.59898009699924,-110.01014105083019,-109.30135499064336,-109.10205653536234,-108.27614630308885,4,-108.86262031216697,-109.0555269728181,-111.59898009699924,1.5555844153918463,-0.5888796208341,0.7599702183464032
HDOK,PLOK,17472,1,1,-107,0,7,2,11,-109.65039851374614,-107.82027713015255,-108.84531454475824,-109.03049377756776,-108.8875243022691,-108.09575447384145,-108.5611334467977,-110.85615186294395,-109.79649899193517,-107.95611849579596,-109.56839934387993,4,-109.00618771669892,-108.8875243022691,-110.85615186294395,0.7595083607022278,-0.5754870452667483,0.11354625282489383
HDOK,PLOK,17472,1,1,-107,0,7,2,11,-109.65693921655107,-107.79146968513243,-108.85975390688276,-108.70180024443627,-108.49678947081597,-109.5756919715822,-109.21571022958335,-107.54714262896661,-109.11005724571528,-108.01868906393909,-110.02828281023254,4,-108.8183933158034,-108.85975390688276,-110.02828281023254,0.5829393333437844,0.19067500503749565,-0.9822504711121613
HDOK,PLOK,17472,1,1,-107,0,7,2,11,-109.91955844571778,-107.70976160533415,-109.52955392133629,-109.58424975206265,-108.60022345865826,-109.1553229258204,-107.29032268727798,-110.22651696366253,-110.582738643243,-107.97580836899638,-107.80911259813163,4,-108.94392448820373,-109.1553229258204,-110.582738643243,1.1528198790123305,0.07685881656545904,-1.4919666886763134
HDOK,PLOK,17472,1,1,-107,0,7,2,11,-109.1119492135766,-110.14878019554806,-109.63646700211358,-108.8535436453895,-109.91352242762672,-108.71201130555042,-107.63827086797617,-110.00330511656287,-109.89768384939407,-108.31524102698019,-108.59675817271336,4,-109.16613934758469,-109.1119492135766,-110.14878019554806,0.6064423979466842,0.45831794242729074,-0.7877554458899505
HDOK,PLOK,17472,1,1,-107,0,7,2,11,-108.61085988139604,-109.6866072810639,-107.82174179363352,-108.28317486850787,-108.92647758545822,-109.6037149993966,-110.01232992627946,-108.03136461402234,-108.63639057776548,-108.00909845474348,-109.12351369530113,4,-108.79502487977892,-108.63639057776548,-110.01232992627946,0.5022840468292341,-0.3220214198221629,-1.1898412557667553
HDOK,PLOK,17472,1,1,-107,0,7,2,11,-109.5446651785113,-107.69779061133283,-108.72600765934015,-108.48134687513983,-110.25951382579875,-109.43568089619825,-108.55541380201112,-107.4741786318274,-108.15834176891786,-108.33121974113367,-110.43990543952518,4,-108.82764222088512,-108.55541380201112,-110.43990543952518,0.8673333649203667,-0.43457213711526244,-0.8175737023207335
HDOK,PLOK,17472,1,1,-107,0,7,2,11,-109.39087340750828,-108.4315116603796,-108.69883099885948,-109.81376921978159,-110.19274128864828,-109.21285204717736,-108.68590819425735,-107.61669959091329,-108.42151468851287,-108.53389912618223,-109.12621933916377,4,-108.92043814194402,-108.69883099885948,-110.19274128864828,0.4733810184609055,-0.12089427405137598,0.12766904855917804
HDOK,PLOK,17472,1,1,-107,0,7,2,11,-108.46348116778724,-110.47788749166428,-107.17551774898585,-107.93504392931482,-110.30867062939349,-109.14756140574713,-108.53970993670282,-109.08691979615239,-109.48414341980403,-106.66272250120984,-108.36606113678161,4,-108.69524719668578,-108.53970993670282,-110.47788749166428,1.2696553133918462,0.13991089425508213,-0.39977921230880575
HDOK,PLOK,17472,1,1,-107,0,7,2,11,-109.28374940461684,-108.3136360025864,-108.816526031297,-109.23657333341323,-108.4135207960651,-110.16287457839525,-110.49865390864593,-110.72563072385672,-108.93345455067107,-108.18020929857187,-107.74256203974562,4,-109.11885369707865,-108.93345455067107,-110.72563072385672,0.8784987341859227,-0.4603965772754049,-0.9232805155122286
HDOK,PLOK,17472,1,1,-107,0,7,2,11,-109.73988213083715,-110.17537509462993,-108.13200445997957,-109.27703309932848,-106.19904890833895,-109.69099904617647,-109.88664347809112,-109.5643204524504,-108.28365100555695,-109.1799303490582,-109.38823716811993,4,-109.04701138114247,-109.38823716811993,-110.17537509462993,1.1689495316138265,1.8013291674401894,3.5325824549617595
HDOK,PLOK,17472,1,1,-107,0,7,2,11,-110.89202401821436,-108.83870704012661,-109.19981973978697,-109.07881171967507,-109.84414926478738,-106.68201035901185,-108.87409574746734,-109.08491193359723,-108.08956029465753,-109.03088116895829,-109.45620791681719,4,-109.00647083664543,-109.07881171967507,-110.89202401821436,0.981650415658639,0.6477353888599717,2.6063729226372754
HDOK,PLOK,17472,1,1,-107,0,7,2,11,-109.09852896269267,-111.4337723934296,-109.75225355941532,-109.74208971953736,-110.2550190697776,-108.8419847686091,-106.77042996629096,-108.18198640858795,-107.68465010031395,-108.73986171185233,-108.97703308445782,4,-109.04341906772407,-108.97703308445782,-111.4337723934296,1.4606651305202099,-0.07239078222969071,0.5171818406748949
HDOK,PLOK,17472,1,1,-107,0,7,2,11,-111.05859950710138,-111.509931075737,-109.7871175604936,-107.31106051368207,-109.33928751558784,-110.08571372788155,-107.5114628620273,-109.17370734729208,-107.97731108583062,-106.89411735213439,-110.64262218524419,4,-109.20826643027381,-109.33928751558784,-111.509931075737,2.2955619971158985,0.11029648711951272,-1.3792279677468966
HDOK,PLOK,17472,1,1,-107,0,7,2,11,-110.06659174361904,-109.83860294983724,-108.6700015742918,-109.98832658606224,-107.13720272509815,-108.35462072834642,-106.84050652914043,-110.0458747988891,-110.30651707805514,-108.71155801374248,-108.43427561597308,4,-108.944916213005,-108.71155801374248,-110.30651707805514,1.331564433445403,0.5846240537495553,-0.8509509142854945
HDOK,PLOK,17472,1,1,-107,0,7,2,11,-107.85745183255142,-110.1111614747485,-109.11624738551622,-109.71199413676558,-108.77781405514635,-108.51225061453579,-108.49818910309246,-109.66299893172494,-109.70205523697965,-109.35605206258018,-107.67265714509917,4,-108.99807927079456,-109.11624738551622,-110.1111614747485,0.5836951054959129,0.38708805068002,-0.9861399570480649
HDOK,PLOK,17472,1,1,-107,0,7,2,11,-110.35271080936991,-107.8814115459298,-107.19780900084382,-107.91221737604778,-110.03805310170515,-108.59992970036787,-107.38518706273081,-110.36229650428578,-108.52657887683105,-108.76529760695638,-108.01220681285712,4,-108.63942712708413,-108.52657887683105,-110.36229650428578,1.185283687505814,-0.5618274098257098,-1.0593197854771317
HDOK,PLOK,17472,1,1,-107,0,7,2,11,-108.7843002325201,-108.73210253481801,-108.60931907559534,-110.55260214688894,-106.65866953036411,-107.40293803619326,-108.4253105175463,-108.72396373005218,-109.10952749004156,-109.51227368164301,-107.33305733347918,4,-108.53127857355838,-108.72396373005218,-110.55260214688894,1.068801879854459,0.02844854443190274,0.30548772059839635
HDOK,PLOK,17472,1,1,-107,0,7,2,11,-108.12045107620857,-110.03377851819894,-107.50063031512367,-108.2802800584596,-108.91905183066021,-107.2281186767419,-107.99148725377904,-109.2576421281147,-109.4022666584633,-108.22089907292197,-108.05210740052982,4,-108.45515572629107,-108.22089907292197,-110.03377851819894,0.6581739114724648,-0.48851163809161435,-0.4374448985946433
HDOK,PLOK,17472,1,1,-107,0,7,2,11,-107.0774098910196,-108.37750455539141,-109.76189854334574,-109.74325244479577,-110.62925774126825,-107.95452580859296,-109.8143545167577,-110.3046308806282,-108.54723617319817,-108.93552467532697,-108.44624730403065,4,-109.0538038667596,-108.93552467532697,-110.62925774126825,1.0739499782338353,0.25925743697372855,-0.6788542293190973
HDOK,PLOK,17472,1,1,-107,0,7,2,11,-109.50576496477872,-109.18293458189282,-109.04073363940631,-108.8328302033516,-108.36083173085315,-108.76052805192877,-109.42610456850096,-109.64486573364113,-109.26437597231185,-109.81623985687838,-108.29382401444582,4,-109.1026393925445,-109.18293458189282,-109.81623985687838,0.22737376603681184,0.3618542442548936,-0.8443694140511524
HDOK,PLOK,17472,1,1,-107,0,7,2,11,-106.60882654628648,-109.19889264332497,-108.72942276857188,-108.37426430837043,-109.73769437392433,-109.54053582633188,-108.69742617324131,-110.23954902496025,-107.25104560500114,-110.04391833905517,-109.11351950975,4,-108.86682682898343,-109.11351950975,-110.23954902496025,1.1502580239343125,0.9122023515607862,0.3153740987454112
HDOK,PLOK,17472,1,1,-107,0,7,2,11,-107.95368970603707,-109.65363893202776,-108.70112451016317,-109.33063133583777,-109.73029304175573,-108.79100658023094,-110.86349681471265,-109.42099177113876,-107.59747418702803,-108.06742420844118,-109.57571835724274,4,-109.06231722223782,-109.33063133583777,-110.86349681471265,0.8248203128537575,-0.14021307344326783,-0.14571440817460868
HDOK,PLOK,17472,1,1,-107,0,7,2,11,-109.37965179486477,-109.01656184125478,-109.13847082968392,-107.2886757938169,-111.08201186677347,-107.70195184273916,-107.8683638764225,-108.85059820777748,-107.98106525927719,-109.29220211443902,-107.74573370553172,4,-108.66775337568916,-108.85059820777748,-111.08201186677347,1.0815787398980286,-0.9123398055484176,1.051409178952773
HDOK,PLOK,17472,1,1,-107,0,7,2,11,-109.22592082572508,-109.34125506107941,-108.89448800096785,-108.58703237129454,-110.52048627840428,-108.84850580374737,-108.795819411766,-111.47216185929697,-108.67409022803533,-110.86619674366653,-109.53356851218365,4,-109.52359319056063,-109.22592082572508,-111.47216185929697,0.8813843606824107,-1.0754962245860726,-0.14930645652970487
HDOK,PLOK,17472,1,1,-107,0,7,2,11,-109.67561171208224,-108.55482553580609,-108.36394159740625,-110.84535326611964,-109.0396848418291,-109.72565246747524,-108.44837972449861,-108.85787152989066,-107.70321113743428,-109.42620128507653,-108.77931888328008,4,-109.03818654371807,-108.85787152989066,-110.84535326611964,0.6557391808513661,-0.7017317700571893,0.9922545082895837
HDOK,PLOK,17472,1,1,-107,0,7,2,11,-110.13147159133712,-108.76288313071316,-109.22455293626031,-106.49970031800318,-108.72367420977446,-108.38969461650542,-108.1812138064277,-109.50973011720346,-109.48604424062333,-109.91429147845881,-109.1936932586777,4,-108.91063179127133,-109.1936932586777,-110.13147159133712,0.9126609695593245,1.368542971960026,2.679276762179075
HDOK,PLOK,17472,1,1,-107,0,7,2,11,-108.23375708728483,-108.64543913367996,-106.8407458181597,-107.83240831749238,-108.47983925435321,-108.38825698617147,-107.39629014139967,-107.98154825735735,-109.95588808628953,-108.81037419844655,-108.5322227699786,4,-108.28152455005574,-108.38825698617147,-109.95588808628953,0.5893304880149313,-0.2605593958146537,1.4753764865764936
HDOK,PLOK,17472,1,1,-107,0,7,2,11,-108.27183728548785,-109.55877917861122,-107.00136956436431,-108.14131541706759,-108.32287755627563,-109.13558742103501,-110.40799669285182,-108.29821231531294,-109.48188307454176,-110.71138445856371,-110.21272278782244,4,-109.04945143199403,-109.13558742103501,-110.71138445856371,1.1937274610660689,0.14070269868870364,-0.7422166359021731
HDOK,PLOK,17472,1,1,-107,0,7,2,11,-109.44404755926055,-108.32186851171309,-108.2276255184844,-108.39606023161119,-108.6039808118478,-109.16230678957226,-107.83007686806192,-109.0111121459884,-109.57906793988784,-108.08806144767857,-108.41424089867489,4,-108.64349533843465,-108.41424089867489,-109.57906793988784,0.29839804142661347,-0.44148744888398045,-1.0226231580215766
HDOK,PLOK,17472,1,1,-107,0,7,2,11,-108.24587188737031,-108.81999804920851,-108.10887623861942,-107.37274054879796,-107.29531347248815,-109.62092070668375,-109.07605877081212,-108.43365157718145,-108.35659020193295,-109.20873262430959,-110.33196773202035,4,-108.62461107358403,-108.43365157718145,-110.33196773202035,0.7584379231724118,-0.27848074578036996,-0.13174230036869528
HDOK,PLOK,17472,1,1,-107,0,7,2,11,-108.35325633972418,-109.49976023794594,-109.57777838970271,-109.25426447340287,-108.74543791118643,-108.89502188958484,-109.42364295784088,-109.98051596961221,-108.44675288144303,-109.26941349245836,-108.68677309030295,4,-109.10296523938223,-109.25426447340287,-109.98051596961221,0.2403072714580367,-0.050025244256450885,-0.9392292364595765
HDOK,PLOK,17472,1,1,-107,0,7,2,11,-109.051578842418,-108.6447856574615,-108.14022157825697,-111.32399594205779,-109.10266205511579,-107.5115213313468,-108.3323433869409,-108.41632424312935,-109.17777460737183,-109.55377257290674,-109.88741945607967,4,-109.01294542482593,-109.051578842418,-111.32399594205779,0.9459547642125506,-0.9843417090149658,1.79661556524238
HDOK,PLOK,17472,1,1,-107,0,7,2,11,-108.70060723579225,-107.85991414581314,-108.08565735059928,-110.53468255430616,-107.45888318226388,-107.4376676741145,-106.8495107921955,-107.9707273524315,-110.43928835135681,-109.00843408383456,-108.73398500173303,4,-108.46175979313097,-108.08565735059928,-110.53468255430616,1.2760265919767109,-0.7478226781864965,-0.1715927695520194
HDOK,PLOK,17472,1,1,-107,0,7,2,11,-109.72353804987262,-109.79006197901991,-107.95679660238463,-108.60137785160163,-110.328370756135,-110.03473159571527,-109.29670678893008,-108.29860868151785,-108.67795570481017,-109.08673199134917,-109.32363107050575,4,-109.19259191562202,-109.29670678893008,-110.328370756135,0.5107331961867002,0.15011149804799528,-0.9499821893314833
HDOK,PLOK,17472,1,1,-107,0,7,2,11,-109.97596880800039,-109.35085144001927,-109.9085698483464,-108.97289710013499,-107.84411493167495,-107.82777233615593,-106.28419324121928,-111.25017407890303,-108.97152625751066,-107.81344039813402,-109.49143552743718,4,-108.88099490613966,-108.97289710013499,-111.25017407890303,1.68594384468456,0.24110921570611013,0.27922858655879335
HDOK,PLOK,17472,1,1,-107,0,7,2,11,-108.94694388963092,-108.05614650418855,-108.75271076636032,-109.39464301639347,-108.69385952906536,-107.2435198295758,-110.25175575957375,-108.03922610018921,-108.40112491635955,-109.3530212285086,-108.9151603120846,4,-108.73164653199365,-108.75271076636032,-110.25175575957375,0.5888924270557903,-0.020681629204604,0.6563738232589609
HDOK,PLOK,17472,1,1,-107,0,7,2,11,-109.62517489846971,-108.36404317284598,-109.40273913641434,-109.61696691559621,-108.13227887543694,-107.87181508813893,-108.46201411216737,-106.99948603403433,-106.98706957803016,-109.42875426685328,-110.0258388610654,4,-108.62874372173206,-108.46201411216737,-110.0258388610654,1.0388435294306093,0.3673451056664997,-1.1871287439071456
HDOK,PLOK,17472,1,1,-107,0,7,2,11,-108.73227861821864,-108.65328954815924,-106.54553924688686,-108.1556975085577,-109.24977915135882,-109.29491958423469,-109.87117208338339,-109.67757661581388,-108.79670828532558,-110.07223478872972,-110.39317371226039,4,-109.04021537662992,-109.24977915135882,-110.39317371226039,1.0373348300316885,1.1917227472206193,2.100685850894245
HDOK,PLOK,17472,1,1,-107,0,7,2,11,-109.05792176290323,-110.11778002968039,-109.61896536910747,-106.94663486556487,-107.80554541582104,-109.40768378709996,-108.92613697902256,-107.41376097470656,-107.95983758342648,-108.70091287481783,-108.95878511242482,4,-108.62854225041592,-108.92613697902256,-110.11778002968039,0.8747319650248425,0.32601111279638584,-0.7722586049862974
HDOK,PLOK,17472,1,1,-107,0,7,2,11,-110.48124349290934,-108.78425512308927,-109.66932412733254,-108.453265173849,-108.89728665550184,-109.0632674484082,-107.40573842433798,-109.42065151531516,-107.48469343819033,-109.79441361439264,-108.34995529297352,4,-108.89128130057271,-108.89728665550184,-110.48124349290934,0.8127727401238968,0.13369397307748215,-0.40305595197824795
HDOK,PLOK,17472,1,1,-107,0,7,2,11,-108.67043080194313,-108.17613861388433,-110.52552278373116,-108.47279250849174,-109.92695340406684,-109.95041166483558,-109.24724861628678,-109.83579108515201,-107.35913247296298,-109.09732397591583,-108.65581189683071,4,-109.08341434764556,-109.09732397591583,-110.52552278373116,0.7871436968617254,0.23790992663691324,-0.39189398496511973
HDOK,PLOK,17472,1,1,-107,0,7,2,11,-108.3548013221823,-109.1231227484623,-108.59590805277158,-111.05092932194393,-110.16077139747573,-108.99689413564238,-106.33033435612491,-108.84523738993903,-108.48752751648436,-109.91997732933923,-110.65606184046267,4,-109.13832412825712,-108.99689413564238,-111.05092932194393,1.540051442988937,0.6122812594261184,1.1340016193101965
HDOK,PLOK,17472,1,1,-107,0,7,2,11,-109.30388016753953,-109.23087306671769,-109.25839305147078,-108.77551859232452,-106.36821002910962,-108.83323615396196,-110.16707337006451,-107.6695079614498,-109.13677112113778,-109.33787495726511,-108.98043470610561,4,-108.82379756155879,-109.13677112113778,-110.16707337006451,0.9219027892903795,1.6146112513141107,3.2472095393536717
