==========Continuous Reception Mode Start==========
HDOK	PLOK	17472	1	1	-103	5	11	2	33	-104 -103 -107 -103 -104 -109 -106 -104 -109 -104 -104 -104 -106 -104 -103 -104 -105 -106 -105 -103 -103 -105 -106 -109 -104 -104 -104 -105 -107 -103 -103 -105 -103 
HDOK	PLOK	17472	2	2	-104	5	11	2	33	-109 -104 -105 -103 -104 -109 -106 -104 -106 -104 -104 -105 -105 -105 -104 -105 -105 -106 -107 -103 -103 -106 -104 -111 -104 -104 -103 -105 -105 -103 -103 -103 -104 
HDOK	PLOK	17472	3	3	-104	5	11	2	33	-104 -104 -106 -104 -104 -108 -106 -105 -107 -103 -103 -104 -109 -104 -105 -104 -106 -105 -104 -107 -105 -105 -103 -109 -105 -104 -104 -107 -104 -106 -107 -108 -103 
HDOK	PLOK	17472	4	4	-103	6	11	2	33	-110 -104 -104 -103 -105 -109 -105 -104 -106 -104 -104 -105 -104 -103 -104 -104 -105 -106 -109 -104 -104 -105 -102 -111 -104 -103 -104 -102 -105 -103 -103 -103 -106 
HDOK	PLOK	17472	5	5	-103	5	11	2	33	-104 -104 -107 -104 -105 -111 -106 -104 -107 -103 -104 -105 -105 -104 -104 -106 -105 -106 -107 -105 -104 -106 -105 -111 -105 -104 -104 -105 -106 -104 -103 -106 -104 
HDOK	PLOK	17472	6	6	-104	5	11	2	33	-109 -103 -106 -104 -105 -109 -105 -103 -107 -104 -103 -105 -103 -104 -103 -103 -104 -105 -107 -106 -103 -104 -104 -112 -104 -104 -104 -106 -107 -103 -104 -104 -103 
HDOK	PLOK	17472	7	7	-104	5	11	2	33	-105 -105 -103 -104 -105 -109 -107 -103 -107 -102 -104 -105 -105 -104 -104 -104 -106 -105 -106 -104 -104 -105 -104 -111 -103 -104 -103 -107 -105 -104 -107 -103 -103 
HDOK	PLOK	17472	8	8	-103	6	11	2	33	-107 -101 -101 -102 -109 -109 -105 -102 -103 -103 -103 -105 -104 -105 -105 -105 -105 -106 -109 -106 -105 -105 -105 -107 -103 -103 -103 -104 -105 -103 -103 -107 -107 
HDOK	PLOK	17472	9	9	-103	6	11	2	33	-102 -103 -106 -103 -104 -109 -106 -103 -105 -103 -103 -104 -103 -102 -103 -104 -105 -105 -111 -103 -103 -105 -103 -109 -103 -103 -103 -105 -105 -103 -104 -102 -102 
HDOK	PLOK	17472	10	10	-103	6	11	2	33	-109 -104 -105 -104 -103 -109 -104 -103 -105 -103 -102 -104 -103 -103 -104 -104 -103 -106 -111 -103 -103 -105 -103 -109 -103 -103 -103 -106 -105 -102 -103 -103 -102 
HDOK	PLOK	17472	11	11	-103	6	11	2	33	-103 -102 -103 -103 -104 -109 -106 -102 -106 -102 -102 -104 -103 -103 -103 -103 -105 -105 -111 -104 -103 -105 -104 -109 -103 -103 -103 -106 -102 -102 -102 -103 -102 
HDOK	PLOK	17472	12	12	-103	6	11	2	33	-109 -103 -103 -103 -111 -109 -103 -102 -104 -103 -103 -105 -103 -103 -104 -104 -104 -106 -106 -103 -103 -105 -103 -107 -103 -102 -102 -104 -102 -103 -103 -103 -103 
HDOK	PLOK	17472	13	13	-103	6	11	2	33	-104 -103 -106 -103 -103 -109 -106 -103 -111 -104 -103 -105 -105 -104 -103 -104 -105 -105 -105 -102 -103 -104 -104 -110 -103 -103 -103 -106 -105 -103 -102 -105 -106 
HDOK	PLOK	17472	14	14	-103	6	11	2	33	-111 -102 -105 -103 -104 -109 -105 -101 -105 -101 -102 -104 -103 -102 -103 -104 -103 -105 -111 -104 -102 -104 -103 -109 -103 -103 -103 -104 -107 -102 -103 -102 -102 
HDOK	PLOK	17472	15	15	-102	6	11	2	33	-102 -103 -105 -101 -102 -107 -104 -102 -106 -103 -102 -103 -102 -101 -102 -103 -103 -105 -112 -103 -103 -104 -101 -107 -102 -102 -102 -103 -103 -101 -102 -102 -102 
HDOK	PLOK	17472	16	16	-105	3	11	2	33	-113 -105 -106 -104 -111 -109 -104 -105 -104 -105 -104 -106 -105 -105 -107 -107 -107 -109 -107 -107 -106 -108 -106 -109 -105 -106 -107 -107 -109 -106 -107 -111 -105 
HDOK	PLOK	17472	17	17	-104	5	11	2	33	-103 -103 -104 -103 -111 -109 -103 -103 -104 -103 -103 -105 -104 -103 -103 -104 -103 -107 -106 -105 -104 -106 -104 -107 -104 -104 -105 -103 -104 -105 -105 -105 -107 
HDOK	PLOK	17472	18	18	-103	6	11	2	33	-109 -101 -106 -103 -103 -109 -105 -102 -109 -102 -103 -104 -104 -102 -103 -104 -104 -105 -106 -104 -103 -104 -103 -109 -103 -104 -102 -107 -104 -104 -103 -103 -103 
HDOK	PLOK	17472	19	19	-104	6	11	2	33	-103 -104 -106 -102 -105 -111 -106 -103 -106 -103 -102 -104 -103 -102 -104 -104 -103 -106 -111 -103 -103 -104 -103 -109 -103 -103 -104 -104 -105 -103 -103 -103 -103 
HDOK	PLOK	17472	20	20	-103	6	11	2	33	-109 -102 -103 -102 -111 -111 -103 -102 -103 -103 -102 -105 -103 -103 -104 -104 -103 -107 -106 -104 -103 -105 -103 -107 -103 -103 -103 -103 -103 -103 -103 -104 -103 
