hdok,plok,none,nums,totalNums,average_rssi,snr,sf,tp,serial_size,rssi_0,rssi_1,rssi_2,rssi_3,rssi_4,rssi_5,rssi_6,rssi_7,rssi_8,rssi_9,rssi_10,rssi_11,rssi_12,rssi_13,rssi_14,rssi_15,rssi_16,rssi_17,rssi_18,rssi_19,rssi_20,rssi_21,rssi_22,rssi_23,rssi_24,rssi_25,rssi_26,rssi_27,rssi_28,rssi_29,rssi_30,rssi_31,rssi_32,location_id,realtime_average_rssi,median_rssi,mode_rssi,rssi_variance
HDOK,PLOK,17472,1,1,-87,8,9,2,33,-86,-85,-85,-93,-86,-85,-85,-85,-85,-84,-86,-85,-84,-85,-84,-84,-84,-88,-86,-91,-87,-89,-86,-85,-85,-89,-85,-84,-88,-84,-83,-86,-86,328,-85.84848484848484,-85.0,-85.0,1.1264
HDOK,PLOK,17472,2,2,-73,7,9,2,33,-70,-70,-77,-70,-69,-69,-70,-71,-70,-69,-77,-69,-69,-69,-76,-73,-74,-70,-69,-70,-73,-71,-76,-77,-70,-69,-77,-69,-69,-69,-75,-71,-70,328,-71.42424242424242,-70.0,-69.0,4.7936
HDOK,PLOK,17472,3,3,-74,9,9,2,33,-71,-78,-77,-70,-70,-70,-70,-71,-70,-70,-77,-70,-70,-70,-76,-71,-72,-71,-70,-70,-74,-72,-76,-77,-70,-70,-77,-70,-69,-70,-74,-77,-71,328,-72.15151515151516,-71.0,-70.0,5.6415999999999995
HDOK,PLOK,17472,4,4,-75,8,9,2,33,-71,-71,-71,-72,-74,-71,-71,-71,-72,-71,-72,-71,-71,-73,-71,-71,-71,-76,-74,-77,-73,-76,-73,-72,-80,-77,-72,-71,-76,-71,-72,-73,-75,328,-72.81818181818181,-72.0,-71.0,2.3904
HDOK,PLOK,17472,5,5,-73,6,9,2,33,-69,-75,-76,-69,-70,-69,-69,-70,-69,-70,-77,-69,-70,-70,-74,-70,-71,-70,-69,-70,-75,-72,-75,-76,-69,-69,-76,-69,-70,-70,-73,-70,-75,328,-71.36363636363636,-70.0,-70.0,4.518399999999999
HDOK,PLOK,17472,6,6,-83,8,9,2,33,-81,-82,-88,-81,-81,-81,-81,-82,-81,-81,-87,-81,-81,-80,-87,-83,-87,-80,-80,-81,-83,-82,-85,-87,-80,-80,-87,-79,-79,-79,-85,-87,-87,328,-82.60606060606061,-81.0,-81.0,5.679999999999999
HDOK,PLOK,17472,7,7,-79,7,9,2,34,-75,-75,-82,-75,-74,-75,-75,-75,-75,-74,-81,-74,-74,-74,-81,-81,-79,-74,-74,-74,-77,-75,-79,-81,-75,-75,-82,-75,-76,-75,-78,-76,-77,328,-76.42424242424242,-75.0,-75.0,4.08
HDOK,PLOK,17472,8,8,-78,7,9,2,33,-76,-76,-77,-76,-76,-75,-75,-76,-75,-77,-79,-75,-76,-76,-77,-75,-75,-77,-76,-79,-82,-82,-80,-77,-76,-77,-77,-75,-77,-76,-77,-79,-76,328,-76.81818181818181,-76.0,-76.0,0.9696000000000001
HDOK,PLOK,17472,9,9,-77,9,9,2,33,-73,-76,-73,-73,-74,-73,-72,-72,-73,-72,-74,-73,-72,-73,-73,-72,-72,-76,-74,-79,-76,-79,-76,-74,-73,-77,-74,-73,-76,-74,-73,-72,-75,328,-73.96969696969697,-73.0,-73.0,1.4976000000000003
HDOK,PLOK,17472,10,10,-76,9,9,2,33,-72,-72,-74,-72,-72,-72,-72,-72,-72,-77,-77,-72,-76,-72,-74,-72,-72,-73,-72,-74,-79,-79,-79,-76,-72,-73,-76,-72,-73,-72,-76,-75,-72,328,-73.78787878787878,-72.0,-72.0,2.7776
HDOK,PLOK,17472,11,11,-76,9,9,2,33,-73,-75,-79,-72,-73,-72,-72,-74,-72,-73,-81,-72,-73,-72,-77,-73,-74,-72,-73,-73,-77,-75,-81,-81,-72,-73,-79,-73,-73,-72,-76,-74,-72,328,-74.33333333333333,-73.0,-73.0,3.2416
HDOK,PLOK,17472,12,12,-78,7,9,2,33,-76,-77,-83,-76,-75,-75,-75,-76,-76,-75,-82,-75,-76,-75,-82,-79,-82,-75,-75,-76,-79,-77,-81,-82,-75,-75,-83,-75,-75,-75,-81,-77,-76,328,-77.33333333333333,-76.0,-75.0,5.305600000000001
HDOK,PLOK,17472,13,13,-81,8,9,2,33,-77,-76,-76,-79,-77,-76,-82,-77,-77,-77,-79,-77,-77,-77,-77,-76,-77,-79,-77,-82,-81,-83,-80,-78,-77,-80,-78,-77,-79,-77,-77,-80,-77,328,-78.06060606060606,-77.0,-77.0,1.2224
HDOK,PLOK,17472,14,14,-83,9,9,2,33,-76,-78,-83,-75,-77,-77,-77,-79,-78,-78,-85,-79,-79,-79,-85,-81,-83,-79,-80,-80,-83,-82,-85,-87,-79,-79,-87,-78,-77,-77,-83,-78,-77,328,-80.0,-79.0,-79.0,5.0304
HDOK,PLOK,17472,15,15,-77,6,9,2,33,-75,-75,-75,-78,-77,-75,-77,-75,-76,-75,-75,-75,-75,-76,-75,-75,-75,-79,-77,-82,-77,-81,-77,-75,-76,-81,-75,-75,-79,-76,-75,-75,-77,328,-76.39393939393939,-75.0,-75.0,1.2735999999999998
HDOK,PLOK,17472,16,16,-83,8,9,2,33,-81,-81,-82,-82,-82,-81,-81,-82,-81,-82,-84,-81,-81,-80,-81,-80,-80,-81,-80,-83,-87,-87,-84,-82,-80,-82,-82,-79,-81,-80,-80,-83,-79,328,-81.57575757575758,-81.0,-81.0,0.7616
HDOK,PLFL,17472,17,16,-82,4,9,2,34,-77,-78,-85,-77,-77,-77,-78,-77,-77,-77,-85,-77,-77,-77,-85,-79,-82,-77,-77,-77,-80,-79,-82,-85,-77,-78,-85,-78,-78,-78,-81,-85,-78,328,-79.3030303030303,-78.0,-77.0,5.622400000000002
