hdok,plok,none,nums,totalNums,average_rssi,snr,sf,tp,serial_size,rssi_0,rssi_1,rssi_2,rssi_3,rssi_4,rssi_5,rssi_6,rssi_7,rssi_8,rssi_9,rssi_10,rssi_11,rssi_12,rssi_13,rssi_14,rssi_15,rssi_16,rssi_17,rssi_18,rssi_19,rssi_20,rssi_21,rssi_22,rssi_23,rssi_24,rssi_25,rssi_26,rssi_27,rssi_28,rssi_29,rssi_30,rssi_31,rssi_32,location_id,realtime_average_rssi,median_rssi,mode_rssi,rssi_variance
HDOK,PLOK,17472,1,1,-89,8,9,2,33,-86,-86,-87,-86,-86,-86,-86,-87,-86,-89,-90,-86,-88,-86,-87,-86,-86,-87,-86,-89,-93,-93,-91,-89,-86,-88,-88,-86,-87,-86,-87,-91,-86,342,-87.48484848484848,-87.0,-86,1.44
HDOK,PLOK,17472,2,2,-95,8,9,2,33,-94,-93,-94,-97,-95,-94,-94,-94,-95,-93,-95,-95,-93,-95,-94,-93,-94,-99,-97,-101,-95,-98,-95,-94,-100,-101,-94,-94,-99,-93,-94,-93,-93,342,-95.21212121212122,-94.0,-94,2.1824
HDOK,PLOK,17472,3,3,-95,6,9,2,33,-93,-93,-93,-95,-95,-93,-93,-93,-94,-93,-93,-94,-93,-94,-93,-93,-93,-99,-95,-100,-94,-97,-93,-93,-94,-99,-93,-94,-99,-93,-93,-93,-93,342,-94.24242424242425,-93.0,-93,0.9504
HDOK,PLOK,17472,4,4,-95,6,9,2,33,-93,-101,-100,-93,-93,-93,-93,-95,-93,-93,-100,-93,-94,-93,-97,-94,-94,-93,-93,-94,-99,-95,-100,-99,-93,-93,-99,-93,-93,-93,-99,-100,-93,342,-95.18181818181819,-93.0,-93,5.881600000000001
HDOK,PLOK,17472,5,5,-95,6,9,2,33,-93,-93,-94,-93,-97,-97,-93,-93,-97,-93,-93,-93,-93,-95,-93,-93,-95,-99,-99,-99,-93,-95,-93,-93,-93,-100,-93,-100,-100,-93,-93,-93,-93,342,-94.75757575757575,-93.0,-93,3.7823999999999995
HDOK,PLOK,17472,6,6,-94,7,9,2,33,-93,-99,-99,-92,-92,-93,-93,-93,-92,-93,-99,-92,-94,-92,-95,-93,-93,-93,-92,-93,-99,-97,-100,-98,-92,-93,-97,-92,-93,-92,-97,-95,-99,342,-94.51515151515152,-93.0,-93,5.014399999999999
HDOK,PLOK,17472,7,7,-94,8,9,2,33,-93,-92,-92,-95,-93,-92,-93,-92,-92,-93,-93,-93,-92,-93,-92,-92,-92,-95,-93,-97,-95,-99,-95,-93,-93,-97,-93,-92,-95,-93,-92,-92,-92,342,-93.33333333333333,-93.0,-92,0.9984000000000001
HDOK,PLOK,17472,8,8,-93,9,9,2,33,-92,-91,-92,-94,-94,-92,-92,-91,-93,-91,-92,-92,-91,-93,-92,-91,-92,-97,-94,-99,-93,-97,-93,-92,-93,-99,-92,-92,-97,-92,-92,-92,-92,342,-93.06060606060606,-92.0,-92,1.36
HDOK,PLOK,17472,9,9,-95,9,9,2,33,-92,-93,-99,-92,-91,-92,-92,-92,-91,-93,-99,-92,-94,-92,-95,-92,-92,-92,-91,-93,-99,-95,-99,-97,-91,-92,-97,-92,-92,-92,-94,-92,-99,342,-93.63636363636364,-92.0,-92,3.6800000000000006
HDOK,PLOK,17472,10,10,-92,9,9,2,33,-90,-94,-95,-90,-89,-90,-90,-91,-90,-94,-97,-90,-97,-90,-93,-90,-90,-91,-90,-92,-97,-95,-97,-95,-90,-91,-94,-90,-91,-90,-94,-93,-91,342,-92.15151515151516,-91.0,-90,3.5423999999999993
HDOK,PLOK,17472,11,11,-93,8,9,2,33,-91,-90,-92,-93,-92,-90,-90,-90,-90,-90,-93,-91,-90,-91,-91,-90,-90,-93,-92,-95,-94,-97,-93,-92,-91,-95,-91,-90,-94,-91,-90,-90,-93,342,-91.66666666666667,-91.0,-90,1.5103999999999997
HDOK,PLOK,17472,12,12,-93,9,9,2,33,-90,-95,-95,-90,-89,-90,-90,-90,-90,-93,-97,-89,-94,-89,-93,-90,-90,-90,-90,-92,-97,-95,-97,-95,-90,-91,-94,-90,-91,-89,-94,-90,-91,342,-91.81818181818181,-90.0,-90,3.6096
HDOK,PLOK,17472,13,13,-92,8,9,2,33,-90,-91,-93,-90,-91,-90,-91,-91,-90,-97,-95,-90,-94,-89,-92,-90,-90,-91,-91,-93,-99,-97,-97,-94,-90,-92,-93,-90,-91,-90,-92,-95,-90,342,-92.0909090909091,-91.0,-90,2.5599999999999996
HDOK,PLOK,17472,14,14,-93,9,9,2,33,-90,-90,-91,-91,-94,-92,-91,-90,-94,-90,-91,-90,-90,-93,-91,-91,-91,-97,-94,-99,-92,-94,-92,-91,-97,-97,-90,-91,-97,-90,-90,-90,-94,342,-92.27272727272727,-91.0,-90,3.1200000000000006
HDOK,PLOK,17472,15,15,-92,8,9,2,33,-90,-92,-97,-89,-89,-89,-89,-90,-89,-90,-97,-89,-90,-89,-94,-90,-91,-90,-89,-90,-95,-93,-97,-97,-89,-90,-95,-90,-89,-89,-93,-95,-97,342,-91.57575757575758,-90.0,-89,5.5456
HDOK,PLOK,17472,16,16,-93,8,9,2,33,-90,-95,-97,-90,-89,-90,-90,-90,-90,-91,-97,-90,-91,-90,-95,-91,-91,-90,-90,-91,-95,-94,-97,-97,-90,-90,-97,-90,-90,-90,-94,-99,-90,342,-92.15151515151516,-90.0,-90,5.5776
HDOK,PLOK,17472,17,17,-92,8,9,2,33,-90,-90,-91,-89,-89,-89,-89,-97,-89,-87,-94,-89,-91,-89,-91,-89,-89,-90,-90,-92,-97,-97,-95,-93,-89,-91,-93,-89,-91,-89,-93,-89,-90,342,-90.9090909090909,-90.0,-89,2.3200000000000003
HDOK,PLOK,17472,18,18,-92,9,9,2,33,-89,-89,-90,-90,-94,-91,-89,-90,-94,-89,-90,-90,-89,-92,-89,-90,-90,-97,-94,-97,-91,-94,-91,-90,-93,-97,-89,-92,-97,-89,-89,-90,-90,342,-91.36363636363636,-90.0,-90,2.8544
HDOK,PLOK,17472,19,19,-93,8,9,2,33,-90,-89,-91,-93,-91,-90,-90,-94,-90,-90,-92,-90,-90,-91,-90,-90,-90,-93,-91,-95,-94,-97,-93,-92,-91,-94,-91,-90,-93,-89,-91,-90,-92,342,-91.42424242424242,-91.0,-90,1.4944
HDOK,PLOK,17472,20,20,-92,8,9,2,33,-90,-90,-91,-89,-94,-94,-90,-89,-95,-89,-90,-90,-89,-93,-90,-90,-92,-95,-95,-97,-91,-93,-90,-90,-90,-97,-89,-95,-97,-89,-90,-90,-90,342,-91.60606060606061,-90.0,-90,3.7823999999999995
HDOK,PLOK,17472,21,21,-92,8,9,2,33,-90,-90,-92,-90,-90,-90,-91,-90,-90,-93,-94,-90,-91,-90,-92,-89,-90,-91,-90,-93,-97,-97,-95,-93,-90,-92,-93,-90,-91,-90,-93,-95,-90,342,-91.57575757575758,-91.0,-90,1.7344
