hdok,plok,none,nums,totalNums,average_rssi,snr,sf,tp,serial_size,rssi_0,rssi_1,rssi_2,rssi_3,rssi_4,rssi_5,rssi_6,rssi_7,rssi_8,rssi_9,rssi_10,rssi_11,rssi_12,rssi_13,rssi_14,rssi_15,rssi_16,rssi_17,rssi_18,rssi_19,rssi_20,rssi_21,rssi_22,rssi_23,rssi_24,rssi_25,rssi_26,rssi_27,rssi_28,rssi_29,rssi_30,rssi_31,rssi_32,location_id,realtime_average_rssi,median_rssi,mode_rssi,rssi_variance
HDOK,PLFL,8768,1,1,-124,-11,9,2,33,-116,-117,-117,-114,-116,-116,-117,-116,-115,-117,-115,-115,-113,-116,-115,-116,-110,-116,-113,-115,-116,-113,-117,-116,-117,-116,-118,-116,-118,-118,-115,-113,-124,302,-115.81818181818181,-116.0,-116.0,0.96
HDOK,PLFL,17472,2,1,-129,-14,9,2,33,-115,-117,-113,-115,-117,-116,-117,-118,-116,-117,-117,-117,-115,-119,-113,-117,-116,-117,-116,-117,-116,-115,-116,-115,-115,-113,-115,-117,-118,-114,-117,-117,-117,302,-116.06060606060606,-116.0,-117.0,0.7200000000000002
HDOK,PLOK,17472,3,2,-121,-8,9,2,33,-113,-116,-116,-115,-114,-114,-115,-114,-114,-114,-112,-118,-116,-117,-117,-113,-115,-116,-116,-117,-116,-116,-116,-117,-116,-115,-116,-117,-117,-113,-114,-117,-115,302,-115.36363636363636,-116.0,-116.0,1.0496
HDOK,PLOK,17472,4,3,-124,-9,9,2,33,-114,-115,-116,-116,-115,-117,-114,-115,-116,-115,-117,-113,-117,-116,-118,-117,-117,-116,-116,-117,-116,-113,-114,-101,-116,-115,-116,-113,-116,-115,-117,-116,-116,302,-115.18181818181819,-116.0,-116.0,0.7776000000000001
HDOK,PLOK,17472,5,4,-125,-10,9,2,33,-115,-116,-117,-117,-116,-115,-116,-117,-113,-117,-116,-116,-112,-117,-114,-114,-116,-115,-115,-116,-114,-113,-115,-116,-117,-115,-116,-116,-115,-113,-116,-114,-117,302,-115.36363636363636,-116.0,-116.0,0.8096000000000001
HDOK,PLOK,17472,6,5,-125,-10,9,2,33,-116,-113,-114,-117,-117,-116,-115,-111,-116,-115,-113,-116,-115,-117,-114,-116,-116,-115,-116,-115,-116,-117,-116,-112,-116,-116,-117,-117,-117,-115,-116,-115,-116,302,-115.42424242424242,-116.0,-116.0,0.6176
HDOK,PLOK,17472,7,6,-121,-8,9,2,33,-116,-114,-117,-115,-116,-112,-115,-112,-116,-115,-115,-115,-113,-114,-115,-115,-116,-116,-117,-115,-117,-116,-117,-115,-115,-116,-118,-117,-114,-115,-113,-116,-113,302,-115.18181818181819,-115.0,-115.0,0.8416
HDOK,PLOK,17472,8,7,-122,-9,9,2,33,-114,-117,-115,-117,-117,-117,-115,-116,-116,-117,-116,-112,-114,-116,-116,-115,-115,-112,-116,-116,-116,-116,-113,-113,-116,-114,-113,-113,-112,-115,-117,-117,-115,302,-115.12121212121212,-116.0,-116.0,1.4016
HDOK,PLOK,17472,9,8,-121,-6,9,2,33,-114,-114,-116,-112,-116,-115,-114,-116,-113,-114,-115,-116,-115,-115,-115,-115,-114,-115,-116,-113,-116,-115,-118,-115,-117,-115,-117,-115,-114,-114,-116,-113,-116,302,-114.96969696969697,-115.0,-115.0,0.56
HDOK,PLOK,17472,10,9,-118,-5,9,2,33,-113,-113,-115,-117,-114,-116,-113,-114,-115,-113,-116,-116,-113,-114,-113,-113,-113,-117,-115,-113,-116,-116,-116,-112,-117,-116,-112,-114,-115,-113,-114,-115,-114,302,-114.42424242424242,-114.0,-113.0,1.3503999999999996
HDOK,PLOK,17472,11,10,-118,-5,9,2,33,-114,-115,-117,-114,-117,-113,-116,-114,-115,-116,-117,-116,-116,-116,-116,-116,-113,-118,-114,-117,-116,-114,-114,-115,-116,-117,-114,-115,-116,-114,-115,-115,-116,302,-115.36363636363636,-116.0,-116.0,0.8704000000000001
HDOK,PLOK,17472,12,11,-121,-8,9,2,33,-114,-114,-116,-116,-117,-118,-116,-116,-115,-114,-114,-117,-114,-116,-116,-116,-115,-116,-116,-118,-116,-116,-115,-116,-116,-115,-116,-115,-116,-115,-116,-115,-117,302,-115.6969696969697,-116.0,-116.0,0.3776
HDOK,PLOK,17472,13,12,-119,-6,9,2,33,-114,-113,-113,-116,-115,-116,-115,-116,-116,-113,-115,-115,-115,-116,-116,-115,-113,-116,-115,-117,-115,-116,-116,-114,-117,-115,-112,-115,-117,-115,-116,-115,-116,302,-115.12121212121212,-115.0,-115.0,0.5823999999999999
HDOK,PLOK,17472,14,13,-123,-8,9,2,33,-114,-113,-116,-118,-116,-115,-116,-114,-116,-118,-115,-115,-115,-115,-116,-114,-111,-117,-117,-109,-113,-117,-116,-117,-116,-117,-115,-117,-113,-117,-116,-116,-117,302,-115.36363636363636,-116.0,-116.0,1.1904
HDOK,PLOK,17472,15,14,-124,-9,9,2,33,-115,-118,-115,-118,-116,-113,-111,-116,-116,-113,-116,-113,-116,-115,-116,-115,-113,-117,-116,-115,-114,-116,-113,-114,-113,-114,-117,-116,-117,-111,-118,-117,-117,302,-115.15151515151516,-116.0,-116.0,1.7024000000000001
HDOK,PLOK,17472,16,15,-120,-7,9,2,33,-120,-115,-118,-116,-114,-117,-111,-115,-114,-114,-116,-113,-116,-117,-115,-116,-116,-118,-111,-116,-115,-117,-116,-116,-117,-117,-116,-115,-114,-117,-112,-115,-116,302,-115.48484848484848,-116.0,-116.0,0.9504
HDOK,PLOK,17472,17,16,-124,-11,9,2,33,-113,-115,-116,-116,-116,-117,-115,-116,-116,-114,-113,-117,-115,-117,-114,-117,-115,-116,-115,-116,-117,-114,-116,-115,-116,-115,-116,-115,-115,-113,-118,-115,-114,302,-115.39393939393939,-115.0,-116.0,0.6464000000000002
HDOK,PLOK,17472,18,17,-123,-10,9,2,33,-114,-118,-114,-117,-113,-116,-115,-115,-115,-115,-116,-115,-114,-117,-116,-114,-113,-115,-116,-116,-117,-115,-115,-116,-115,-117,-112,-111,-116,-116,-115,-116,-116,302,-115.18181818181819,-115.0,-116.0,0.6176
HDOK,PLOK,17472,19,18,-123,-10,9,2,33,-115,-115,-116,-117,-115,-113,-113,-117,-116,-116,-116,-115,-116,-115,-116,-115,-115,-114,-117,-116,-113,-112,-113,-114,-116,-118,-117,-113,-115,-116,-117,-117,-114,302,-115.24242424242425,-115.0,-116.0,1.1776000000000002
