hdok,plok,none,nums,totalNums,average_rssi,snr,sf,tp,serial_size,rssi_0,rssi_1,rssi_2,rssi_3,rssi_4,rssi_5,rssi_6,rssi_7,rssi_8,rssi_9,rssi_10,rssi_11,rssi_12,rssi_13,rssi_14,rssi_15,rssi_16,rssi_17,rssi_18,rssi_19,rssi_20,rssi_21,rssi_22,rssi_23,rssi_24,rssi_25,rssi_26,rssi_27,rssi_28,rssi_29,rssi_30,rssi_31,rssi_32,location_id,rssi_variance
HDOK,PLFL,17472,1,1,-128,-15,9,2,33,-115,-117,-118,-116,-115,-117,-116,-112,-116,-116,-114,-116,-116,-116,-114,-116,-116,-116,-119,-116,-117,-116,-113,-117,-113,-113,-116,-113,-117,-117,-117,-117,-113,point1,1.7431629013079666
HDOK,PLOK,17472,2,2,-130,-14,9,2,33,-116,-116,-114,-115,-117,-116,-115,-118,-117,-115,-115,-115,-113,-117,-117,-117,-115,-116,-117,-116,-115,-117,-117,-115,-115,-115,-117,-116,-118,-117,-116,-117,-117,point1,0.7538644470868011
HDOK,PLFL,17472,3,2,-131,-16,9,2,33,-116,-117,-116,-117,-117,-118,-117,-115,-116,-113,-116,-116,-115,-117,-114,-117,-115,-118,-115,-116,-116,-117,-113,-114,-118,-116,-117,-116,-117,-112,-117,-117,-115,point1,1.2746730083234241
HDOK,PLFL,17472,4,2,-130,-15,9,2,33,-116,-117,-114,-117,-117,-115,-115,-116,-118,-118,-114,-116,-118,-118,-115,-113,-116,-118,-117,-117,-115,-114,-116,-117,-116,-117,-118,-115,-114,-116,-115,-117,-115,point1,1.4720570749108206
HDOK,PLFL,17472,5,2,-131,-16,9,2,33,-114,-114,-117,-113,-118,-116,-116,-118,-117,-116,-118,-114,-117,-118,-117,-117,-117,-115,-116,-116,-118,-116,-117,-116,-117,-116,-119,-115,-114,-117,-117,-118,-117,point1,1.3507728894173598
HDOK,PLFL,17472,6,2,-129,-14,9,2,33,-115,-115,-117,-115,-114,-116,-116,-118,-115,-116,-117,-116,-114,-116,-114,-117,-117,-115,-115,-117,-117,-116,-115,-118,-118,-116,-113,-113,-118,-118,-113,-115,-117,point1,1.6361474435196193
HDOK,PLFL,17472,7,2,-130,-15,9,2,33,-116,-117,-115,-115,-117,-115,-117,-116,-118,-118,-117,-116,-116,-116,-116,-113,-117,-116,-116,-115,-116,-115,-117,-117,-116,-116,-115,-116,-116,-115,-117,-118,-117,point1,0.6254458977407847
HDOK,PLFL,17472,8,2,-130,-14,9,2,33,-114,-115,-118,-113,-113,-117,-117,-114,-116,-117,-116,-116,-118,-115,-113,-116,-115,-115,-118,-117,-116,-115,-118,-117,-116,-115,-116,-116,-118,-117,-118,-117,-117,point1,1.609988109393579
HDOK,point1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
