hdok,plok,none,nums,totalNums,average_rssi,snr,sf,tp,serial_size,rssi_0,rssi_1,rssi_2,rssi_3,rssi_4,rssi_5,rssi_6,rssi_7,rssi_8,rssi_9,rssi_10,rssi_11,rssi_12,rssi_13,rssi_14,rssi_15,rssi_16,rssi_17,rssi_18,rssi_19,rssi_20,rssi_21,rssi_22,rssi_23,rssi_24,rssi_25,rssi_26,rssi_27,rssi_28,rssi_29,rssi_30,rssi_31,rssi_32,location_id,realtime_average_rssi,median_rssi,mode_rssi,rssi_variance
HDOK,PLOK,17472,1,1,-95,8,9,2,33,-97,-98,-100,-98,-98,-98,-98,-99,-98,-105,-103,-99,-105,-98,-100,-98,-99,-100,-99,-100,-105,-105,-103,-100,-95,-95,-96,-91,-91,-90,-93,-97,-92,338,-98.27272727272727,-98.0,-98,4.7904
HDOK,PLOK,17472,2,2,-82,8,9,2,33,-79,-79,-81,-79,-79,-79,-79,-80,-79,-85,-83,-78,-83,-79,-81,-78,-79,-80,-79,-81,-87,-85,-85,-82,-78,-80,-82,-79,-80,-78,-82,-79,-79,338,-80.48484848484848,-79.0,-79,1.8336000000000001
HDOK,PLOK,17472,3,3,-83,9,9,2,33,-79,-78,-79,-79,-82,-86,-79,-78,-83,-79,-79,-78,-78,-81,-79,-78,-79,-85,-82,-87,-80,-83,-80,-79,-85,-85,-79,-78,-85,-79,-79,-79,-78,338,-80.51515151515152,-79.0,-79,4.0736
HDOK,PLOK,17472,4,4,-83,8,9,2,33,-79,-87,-85,-79,-80,-79,-79,-81,-79,-80,-87,-79,-82,-78,-82,-79,-79,-79,-79,-80,-85,-83,-87,-83,-79,-80,-83,-79,-80,-79,-83,-85,-79,338,-81.12121212121212,-80.0,-79,3.8304
HDOK,PLOK,17472,5,5,-83,8,9,2,33,-80,-79,-79,-88,-80,-79,-85,-79,-79,-79,-81,-79,-79,-80,-79,-79,-79,-82,-80,-83,-83,-87,-82,-84,-80,-83,-80,-79,-82,-80,-80,-79,-79,338,-80.78787878787878,-80.0,-79,1.9424000000000001
HDOK,PLOK,17472,6,6,-83,9,9,2,33,-79,-79,-79,-85,-81,-79,-76,-79,-79,-79,-80,-79,-79,-80,-79,-79,-79,-83,-81,-87,-81,-85,-81,-80,-81,-85,-80,-79,-83,-79,-79,-79,-80,338,-80.39393939393939,-79.0,-79,1.4335999999999998
HDOK,PLOK,17472,7,7,-83,8,9,2,33,-79,-79,-80,-85,-81,-79,-85,-79,-79,-79,-81,-79,-79,-80,-79,-79,-79,-82,-80,-85,-82,-87,-82,-80,-79,-83,-80,-79,-82,-80,-79,-79,-79,338,-80.57575757575758,-80.0,-79,1.5584
HDOK,PLOK,17472,8,8,-82,8,9,2,33,-79,-78,-80,-79,-82,-81,-79,-78,-81,-78,-79,-79,-79,-81,-79,-79,-80,-87,-83,-87,-80,-82,-80,-78,-76,-87,-79,-81,-87,-79,-80,-79,-80,338,-80.48484848484848,-80.0,-79,1.4335999999999998
HDOK,PLOK,17472,9,9,-84,9,9,2,33,-79,-79,-80,-81,-80,-79,-79,-79,-79,-80,-82,-80,-79,-80,-80,-79,-79,-82,-80,-85,-83,-87,-82,-81,-79,-82,-81,-79,-82,-80,-80,-79,-81,338,-80.51515151515152,-80.0,-79,1.0944
HDOK,PLOK,17472,10,10,-83,9,9,2,33,-79,-78,-79,-79,-82,-80,-78,-78,-83,-78,-79,-79,-80,-81,-78,-79,-79,-85,-82,-87,-80,-82,-80,-79,-85,-85,-79,-80,-85,-79,-78,-79,-78,338,-80.36363636363636,-79.0,-79,2.7935999999999996
HDOK,PLOK,17472,11,11,-83,9,9,2,33,-79,-79,-80,-79,-79,-78,-79,-79,-79,-80,-83,-79,-79,-79,-80,-79,-78,-80,-79,-81,-87,-87,-85,-82,-78,-80,-81,-78,-80,-78,-80,-79,-80,338,-80.0909090909091,-79.0,-79,0.7264000000000002
HDOK,PLOK,17472,12,12,-82,8,9,2,33,-79,-81,-85,-78,-78,-78,-78,-79,-78,-78,-85,-78,-79,-78,-83,-79,-80,-79,-78,-79,-83,-81,-85,-85,-78,-78,-85,-78,-78,-78,-85,-79,-81,338,-80.12121212121212,-79.0,-78,4.6175999999999995
HDOK,PLOK,17472,13,13,-83,8,9,2,33,-79,-79,-82,-79,-79,-79,-79,-80,-79,-85,-85,-78,-83,-80,-81,-79,-79,-80,-79,-81,-87,-85,-85,-82,-79,-80,-82,-79,-80,-79,-80,-91,-79,338,-81.0,-80.0,-79,3.2
HDOK,PLOK,17472,14,14,-83,8,9,2,33,-80,-80,-82,-79,-79,-79,-79,-80,-79,-87,-85,-79,-83,-80,-81,-79,-79,-80,-80,-82,-87,-85,-85,-83,-79,-81,-83,-79,-81,-80,-82,-80,-80,338,-81.12121212121212,-80.0,-79,2.4576000000000002
HDOK,PLOK,17472,15,15,-82,9,9,2,33,-78,-78,-79,-79,-80,-78,-83,-78,-79,-78,-80,-79,-78,-80,-79,-78,-79,-82,-81,-87,-81,-85,-80,-79,-88,-85,-79,-78,-83,-79,-79,-79,-80,338,-80.24242424242425,-79.0,-79,1.9104
HDOK,PLOK,17472,16,16,-83,8,9,2,33,-80,-81,-87,-79,-79,-79,-79,-79,-79,-79,-87,-79,-80,-79,-83,-80,-80,-79,-79,-80,-85,-82,-87,-87,-79,-79,-85,-79,-80,-79,-82,-87,-78,338,-81.0909090909091,-80.0,-79,4.8896
HDOK,PLOK,17472,17,17,-83,9,9,2,33,-80,-80,-87,-79,-79,-79,-79,-79,-79,-79,-85,-79,-79,-79,-85,-81,-83,-80,-79,-79,-83,-81,-85,-87,-79,-79,-87,-79,-79,-79,-85,-80,-80,338,-80.96969696969697,-79.0,-79,4.16
HDOK,PLOK,17472,18,18,-82,9,9,2,33,-80,-79,-79,-82,-80,-79,-79,-79,-79,-79,-81,-79,-79,-80,-79,-79,-79,-82,-80,-85,-83,-87,-82,-81,-79,-83,-80,-79,-82,-79,-79,-80,-82,338,-80.42424242424242,-80.0,-79,1.36
HDOK,PLOK,17472,19,19,-83,8,9,2,33,-79,-85,-85,-79,-79,-78,-79,-79,-79,-79,-87,-79,-86,-78,-83,-79,-79,-79,-80,-80,-85,-82,-87,-85,-79,-79,-85,-79,-79,-79,-85,-83,-79,338,-81.12121212121212,-79.0,-79,5.961600000000001
