hdok,plok,none,nums,totalNums,average_rssi,snr,sf,tp,serial_size,rssi_0,rssi_1,rssi_2,rssi_3,rssi_4,rssi_5,rssi_6,rssi_7,rssi_8,rssi_9,rssi_10,rssi_11,rssi_12,rssi_13,rssi_14,rssi_15,rssi_16,rssi_17,rssi_18,rssi_19,rssi_20,rssi_21,rssi_22,rssi_23,rssi_24,rssi_25,rssi_26,rssi_27,rssi_28,rssi_29,rssi_30,rssi_31,rssi_32,location_id,rssi_variance
HDOK,PLOK,17472,1,1,-129,-12,9,2,33,-118,-118,-116,-118,-117,-119,-118,-119,-119,-119,-117,-117,-121,-117,-118,-118,-118,-118,-117,-119,-121,-118,-119,-117,-118,-118,-117,-118,-117,-119,-117,-118,-119,362,0.513031550068587
HDOK,PLOK,17472,2,2,-128,-11,9,2,33,-115,-118,-117,-117,-118,-117,-119,-118,-117,-118,-121,-116,-116,-117,-116,-118,-117,-118,-118,-117,-118,-117,-117,-117,-118,-118,-119,-119,-117,-118,-119,-117,-119,362,0.5048010973936902
HDOK,PLOK,17472,3,3,-128,-11,9,2,33,-117,-118,-119,-118,-119,-118,-117,-118,-119,-119,-119,-118,-118,-121,-117,-118,-119,-119,-119,-119,-118,-117,-118,-118,-121,-118,-118,-116,-119,-119,-118,-119,-118,362,0.3155006858710563
HDOK,PLOK,17472,4,4,-128,-11,9,2,33,-116,-118,-119,-119,-119,-117,-117,-118,-118,-118,-118,-119,-117,-120,-119,-118,-117,-119,-118,-118,-118,-118,-118,-121,-119,-117,-117,-119,-121,-119,-117,-119,-118,362,0.5788751714677642
HDOK,PLOK,17472,5,5,-129,-12,9,2,33,-117,-116,-118,-119,-119,-118,-118,-116,-118,-119,-118,-118,-118,-118,-121,-118,-117,-119,-118,-121,-119,-117,-119,-118,-117,-117,-118,-118,-118,-117,-119,-121,-119,362,0.710562414266118
HDOK,PLOK,17472,6,6,-129,-12,9,2,33,-117,-118,-118,-118,-117,-118,-118,-117,-119,-117,-119,-118,-117,-119,-117,-119,-119,-118,-118,-118,-118,-119,-119,-121,-119,-119,-119,-118,-116,-117,-119,-119,-117,362,0.54320987654321
HDOK,PLOK,17472,7,7,-128,-12,9,2,33,-117,-118,-116,-117,-118,-116,-119,-118,-118,-119,-118,-116,-119,-121,-116,-117,-118,-119,-117,-115,-117,-118,-118,-119,-118,-118,-121,-119,-115,-117,-121,-118,-119,362,1.1111111111111112
HDOK,PLOK,17472,8,8,-128,-11,9,2,33,-117,-117,-118,-118,-118,-118,-118,-115,-118,-116,-117,-116,-117,-118,-119,-118,-118,-119,-118,-117,-118,-118,-118,-117,-118,-118,-115,-118,-119,-117,-118,-119,-119,362,0.3484224965706448
HDOK,PLFL,17472,9,8,-133,-15,9,2,33,-116,-118,-119,-117,-118,-119,-118,-117,-119,-118,-118,-118,-116,-118,-121,-117,-119,-119,-118,-119,-118,-118,-118,-116,-121,-119,-116,-119,-119,-118,-117,-119,-118,362,0.46913580246913583
HDOK,PLOK,17472,10,9,-128,-11,9,2,33,-117,-119,-121,-118,-118,-118,-119,-119,-117,-119,-117,-119,-118,-119,-118,-121,-119,-119,-118,-119,-118,-121,-117,-117,-118,-119,-117,-116,-118,-119,-118,-117,-118,362,0.7517146776406036
HDOK,PLOK,17472,11,10,-128,-11,9,2,33,-118,-118,-119,-119,-119,-118,-118,-119,-117,-117,-118,-119,-118,-119,-118,-117,-119,-118,-119,-117,-118,-118,-119,-118,-116,-118,-121,-118,-117,-119,-119,-119,-116,362,0.430727023319616
HDOK,PLOK,17472,12,11,-126,-10,9,2,33,-115,-116,-121,-118,-118,-117,-119,-119,-118,-119,-119,-117,-118,-121,-118,-117,-119,-117,-119,-117,-119,-118,-117,-118,-117,-117,-119,-118,-117,-117,-117,-118,-117,362,0.6611796982167354
HDOK,PLOK,17472,13,12,-128,-11,9,2,33,-118,-119,-118,-118,-117,-118,-119,-118,-118,-118,-118,-118,-118,-119,-118,-118,-118,-118,-119,-117,-116,-121,-118,-115,-118,-119,-118,-118,-119,-118,-121,-121,-118,362,0.44444444444444436
HDOK,PLOK,17472,14,13,-127,-11,9,2,33,-114,-118,-118,-118,-115,-118,-118,-119,-118,-117,-119,-116,-119,-117,-117,-117,-119,-118,-119,-117,-118,-118,-119,-119,-117,-117,-119,-117,-118,-118,-118,-117,-118,362,0.513031550068587
HDOK,PLOK,17472,15,14,-129,-11,9,2,33,-117,-116,-121,-119,-118,-119,-118,-119,-121,-118,-118,-117,-118,-118,-117,-116,-118,-119,-116,-119,-119,-121,-121,-117,-121,-118,-116,-119,-118,-121,-116,-118,-118,362,1.6570644718792868
HDOK,PLOK,17472,16,15,-128,-11,9,2,33,-116,-118,-118,-117,-119,-121,-117,-119,-118,-117,-119,-118,-117,-118,-118,-118,-119,-118,-117,-119,-119,-118,-117,-118,-119,-118,-117,-118,-116,-118,-119,-119,-119,362,0.4965706447187928
HDOK,PLOK,17472,17,16,-128,-11,9,2,33,-117,-118,-117,-119,-117,-118,-118,-117,-118,-119,-119,-118,-115,-118,-118,-118,-118,-119,-117,-118,-119,-121,-119,-118,-118,-117,-118,-115,-119,-117,-115,-119,-118,362,0.4801097393689986
HDOK,PLOK,17472,18,17,-128,-11,9,2,33,-117,-117,-117,-119,-118,-117,-118,-118,-118,-117,-119,-119,-118,-119,-118,-119,-117,-117,-115,-119,-118,-118,-118,-118,-119,-119,-118,-116,-117,-118,-118,-119,-118,362,0.4801097393689986
HDOK,PLOK,17472,19,18,-128,-11,9,2,33,-118,-117,-118,-119,-118,-119,-118,-118,-119,-118,-119,-117,-118,-119,-118,-118,-119,-116,-118,-119,-119,-117,-119,-119,-119,-118,-117,-118,-119,-118,-119,-119,-117,362,0.3813443072702332
HDOK,PLOK,17472,20,19,-131,-14,9,2,33,-115,-117,-121,-115,-118,-118,-119,-117,-118,-116,-118,-119,-118,-118,-119,-115,-117,-117,-119,-118,-119,-119,-118,-118,-118,-118,-118,-113,-119,-119,-119,-118,-117,362,0.6282578875171467
